Player,PlayerID,Tms,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Allan Bristow,bristal01,PHI,SF,22,55,,11.7,2.0,4.9,0.4,,,,2.0,4.9,0.4,0.4,0.8,1.0,0.737,1.2,1.8,3.0,1.7,0.5,0.0,,1.2,4.7
Allie McGuire,mcguial02,NYK,SG,22,2,,5.0,1.0,2.0,0.5,,,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,,1.0,2.0
Archie Clark,clarkar01,CAP,PG,32,56,,31.9,5.6,12.1,0.467,,,,5.6,12.1,0.467,0.467,1.8,2.3,0.786,0.8,1.7,2.5,5.1,1.1,0.1,,2.2,13.1
Art Williams,williar01,BOS,PG,34,67,,9.2,1.1,2.5,0.435,,,,1.1,2.5,0.435,0.435,0.4,0.5,0.844,0.3,1.4,1.7,2.4,0.7,0.0,,1.5,2.6
Austin Carr,carrau01,CLE,SG,25,81,,38.3,9.2,20.8,0.445,,,,9.2,20.8,0.445,0.445,3.4,4.0,0.856,1.7,1.9,3.6,3.8,1.1,0.2,,2.3,21.9
Barry Clemens,clemeba01,CLE,SF,30,71,,12.9,2.3,4.9,0.471,,,,2.3,4.9,0.471,0.471,0.9,1.0,0.849,0.6,1.7,2.3,1.1,0.5,0.0,,1.9,5.5
Ben Kelso,kelsobe01,DET,SG,24,46,,6.5,0.8,2.1,0.365,,,,0.8,2.1,0.365,0.365,0.3,0.5,0.682,0.3,0.3,0.7,0.4,0.3,0.0,,1.0,1.8
Bernie Fryer,fryerbe01,POR,SG,24,80,,20.9,2.8,6.1,0.46,,,,2.8,6.1,0.46,0.46,1.3,1.7,0.793,0.8,1.2,2.0,3.5,1.2,0.1,,2.3,7.0
Bill Bradley,bradlbi01,NYK,SF,30,82,,34.3,6.1,13.6,0.451,,,,6.1,13.6,0.451,0.451,1.8,2.0,0.874,0.7,2.4,3.1,3.0,0.5,0.3,,3.4,14.0
Bill Bridges,bridgbi01,LAL,PF,34,65,,27.9,3.3,7.9,0.421,,,,3.3,7.9,0.421,0.421,1.8,2.5,0.707,3.0,4.7,7.7,2.3,0.9,0.5,,3.4,8.4
