Player,PlayerID,Tms,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
A.C. Green,greenac01,LAL,PF,29,82,55,34.4,4.6,8.6,0.537,0.2,0.6,0.348,4.4,8.0,0.55,0.548,3.4,4.6,0.739,3.5,5.2,8.7,1.4,1.1,0.5,1.4,1.8,12.8
Adam Keefe,keefead01,ATL,PF,22,82,6,18.9,2.3,4.6,0.5,0.0,0.0,0.0,2.3,4.6,0.501,0.5,2.0,2.9,0.7,2.1,3.2,5.3,1.0,0.7,0.2,1.2,2.4,6.6
Alaa Abdelnaby,abdelal01,"MIL,BOS",PF,24,75,52,17.5,3.3,6.3,0.518,0.0,0.0,0.0,3.3,6.3,0.519,0.518,1.2,1.5,0.759,1.7,2.8,4.5,0.4,0.3,0.3,1.3,2.5,7.7
Alan Ogg,oggal01,"MIL,WSB",C,25,6,0,4.8,0.8,2.2,0.385,0.0,0.0,,0.8,2.2,0.385,0.385,0.5,0.7,0.75,0.5,1.2,1.7,0.7,0.2,0.5,0.5,1.0,2.2
Alec Kessler,kesslal01,MIA,PF,26,40,2,10.4,1.4,3.1,0.467,0.1,0.3,0.455,1.3,2.8,0.468,0.488,0.9,1.2,0.766,0.6,1.7,2.3,0.4,0.1,0.3,0.5,1.6,3.9
Alex Blackwell,blackal01,LAL,SF,22,27,0,4.0,0.5,1.6,0.333,0.0,0.1,0.0,0.5,1.4,0.359,0.333,0.2,0.3,0.75,0.4,0.5,0.9,0.3,0.1,0.1,0.2,0.5,1.3
Alex Stivrins,stivral01,"PHO,LAC,MIL,ATL",PF,30,19,0,4.0,1.0,2.1,0.487,0.0,0.1,0.0,1.0,1.9,0.514,0.487,0.2,0.2,0.75,0.4,0.6,1.0,0.2,0.1,0.1,0.4,0.6,2.2
Alonzo Mourning,mournal01,CHO,C,22,78,78,33.9,7.3,14.3,0.511,0.0,0.0,0.0,7.3,14.3,0.513,0.511,6.3,8.1,0.781,3.4,6.9,10.3,1.0,0.3,3.5,3.0,3.7,21.0
Alton Lister,listeal01,GSW,C,34,20,9,8.7,1.0,2.1,0.452,0.0,0.0,,1.0,2.1,0.452,0.452,0.4,0.7,0.538,0.8,1.5,2.2,0.3,0.0,0.5,0.9,2.0,2.3
Alvin Robertson,roberal01,"MIL,DET",SG,30,69,54,29.1,3.6,7.8,0.458,0.6,1.8,0.328,3.0,6.0,0.496,0.495,1.2,1.9,0.656,1.6,2.3,3.9,3.8,2.2,0.3,1.9,3.2,9.0
Andre Spencer,spencan01,"ATL,GSW",SF,28,20,1,21.1,3.7,8.2,0.448,0.0,0.1,0.0,3.7,8.1,0.453,0.448,2.1,2.7,0.759,1.9,2.2,4.1,1.2,0.9,0.4,1.3,3.2,9.4
Andrew Lang,langan01,PHI,C,26,73,59,25.5,2.0,4.8,0.425,0.0,0.1,0.2,2.0,4.7,0.428,0.426,1.2,1.6,0.763,1.9,4.1,6.0,1.1,0.6,1.9,1.2,3.6,5.3
Anthony Avent,aventan01,MIL,PF,23,82,78,27.9,4.2,9.8,0.433,0.0,0.0,0.0,4.2,9.8,0.434,0.433,1.4,2.1,0.651,2.2,4.0,6.2,1.1,0.7,0.9,1.7,2.9,9.8
Anthony Bonner,bonnean01,SAC,PF,24,70,35,25.2,3.3,7.1,0.461,0.0,0.1,0.0,3.3,7.0,0.467,0.461,2.0,3.4,0.593,2.7,3.8,6.5,1.4,1.2,0.2,1.5,2.6,8.6
Anthony Bowie,bowiean01,ORL,SG,29,77,45,22.9,3.5,7.4,0.471,0.2,0.6,0.313,3.3,6.8,0.486,0.484,0.9,1.1,0.798,0.5,2.1,2.5,2.3,0.7,0.2,1.1,1.7,8.0
Anthony Mason,masonan01,NYK,PF,26,81,0,30.6,3.9,7.8,0.502,0.0,0.0,,3.9,7.8,0.502,0.502,2.5,3.6,0.682,2.9,5.0,7.9,2.1,0.5,0.2,1.7,3.0,10.3
Anthony Peeler,peelean01,LAL,SG,23,77,11,21.5,3.9,8.2,0.468,0.6,1.5,0.39,3.3,6.7,0.486,0.505,2.1,2.7,0.786,0.8,1.5,2.3,2.2,0.8,0.2,1.6,2.5,10.4
Anthony Pullard,pullaan01,MIL,PF,26,8,0,4.6,1.0,2.3,0.444,0.0,0.0,,1.0,2.3,0.444,0.444,0.1,0.4,0.333,0.3,0.8,1.0,0.3,0.3,0.3,0.6,0.6,2.1
Antoine Carr,carran01,SAS,PF,31,71,46,27.4,5.3,9.9,0.538,0.0,0.1,0.0,5.3,9.9,0.541,0.538,2.5,3.2,0.777,1.5,4.0,5.5,1.4,0.5,1.2,1.4,3.7,13.1
Armen Gilliam,gilliar01,PHI,PF,28,80,26,21.8,4.5,9.7,0.464,0.0,0.0,0.0,4.5,9.7,0.464,0.464,3.4,4.1,0.843,1.7,4.2,5.9,1.5,0.5,0.7,2.0,1.5,12.4
Avery Johnson,johnsav01,SAS,PG,27,75,49,27.1,3.4,6.8,0.502,0.0,0.1,0.0,3.4,6.7,0.51,0.502,1.9,2.4,0.791,0.3,1.7,1.9,7.5,1.1,0.2,1.9,1.9,8.7
B.J. Armstrong,armstbj01,CHI,PG,25,82,74,30.4,5.0,10.0,0.499,0.8,1.7,0.453,4.2,8.3,0.508,0.537,1.6,1.8,0.861,0.3,1.5,1.8,4.0,0.8,0.1,1.0,2.1,12.3
Barry Stevens,steveba01,GSW,SF,30,2,0,3.0,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0
Bart Kofoed,kofoeba01,BOS,SG,28,7,0,5.9,0.4,1.9,0.231,0.0,0.1,0.0,0.4,1.7,0.25,0.231,1.6,2.0,0.786,0.0,0.1,0.1,1.4,0.3,0.1,0.4,0.1,2.4
Benoit Benjamin,benjabe01,"SEA,LAL",C,28,59,6,12.8,2.3,4.6,0.491,0.0,0.0,,2.3,4.6,0.491,0.491,1.2,1.8,0.663,0.9,2.7,3.5,0.4,0.5,0.8,1.3,2.3,5.7
Bernard King,kingbe01,NJN,SF,36,32,2,13.4,2.8,5.5,0.514,0.1,0.2,0.286,2.8,5.3,0.524,0.52,1.2,1.8,0.684,1.1,1.3,2.4,0.6,0.3,0.1,0.7,1.7,7.0
Bill Cartwright,cartwbi01,CHI,C,35,63,63,19.9,2.2,5.4,0.411,0.0,0.0,,2.2,5.4,0.411,0.411,1.1,1.6,0.735,1.3,2.4,3.7,1.3,0.3,0.2,1.0,2.4,5.6
Bill Laimbeer,laimbbi01,DET,C,35,79,41,24.5,3.7,7.3,0.509,0.1,0.3,0.37,3.6,6.9,0.516,0.517,1.2,1.3,0.894,1.4,3.9,5.3,1.6,0.6,0.5,0.7,2.7,8.7
Billy Owens,owensbi01,GSW,PF,23,37,37,32.5,6.7,13.3,0.501,0.0,0.3,0.091,6.6,13.0,0.51,0.502,3.2,4.9,0.639,2.9,4.2,7.1,3.9,0.9,0.8,2.9,2.8,16.5
Bimbo Coles,colesbi01,MIA,PG,24,81,37,27.6,3.9,8.5,0.464,0.5,1.7,0.307,3.4,6.8,0.503,0.494,2.2,2.7,0.805,0.7,1.3,2.0,4.6,1.0,0.1,1.3,2.5,10.6
Bison Dele,delebi01,ORL,PF,23,21,0,11.4,1.9,3.7,0.513,0.0,0.0,0.0,1.9,3.7,0.519,0.513,0.8,1.0,0.8,1.1,1.5,2.7,0.2,0.7,0.8,1.2,2.3,4.6
Blair Rasmussen,rasmubl01,ATL,C,30,22,6,12.9,1.4,3.6,0.375,0.1,0.3,0.333,1.3,3.4,0.378,0.388,0.4,0.6,0.692,0.9,1.6,2.5,0.2,0.2,0.5,0.5,2.8,3.2
Blue Edwards,edwarbl01,MIL,SF,27,82,81,33.3,6.8,13.2,0.512,0.5,1.3,0.349,6.3,11.9,0.529,0.529,2.9,3.7,0.79,1.5,3.2,4.7,2.6,1.6,0.5,2.1,3.0,16.9
Bo Kimble,kimblbo01,NYK,SG,26,9,0,6.1,1.6,3.7,0.424,0.2,0.9,0.25,1.3,2.8,0.48,0.455,0.3,0.9,0.375,0.3,0.9,1.2,0.6,0.1,0.0,0.7,1.1,3.7
Bob McCann,mccanbo01,MIN,SF,28,79,7,19.4,2.5,5.2,0.488,0.0,0.0,0.0,2.5,5.2,0.49,0.488,1.2,1.9,0.625,1.2,2.4,3.6,0.9,0.6,0.7,1.0,2.6,6.3
Bobby Phills,phillbo01,CLE,SG,23,31,0,4.5,1.2,2.6,0.463,0.1,0.2,0.4,1.2,2.5,0.468,0.476,0.5,0.8,0.6,0.2,0.4,0.5,0.3,0.3,0.1,0.6,0.6,3.0
Brad Daugherty,daughbr01,CLE,C,27,71,71,37.9,7.3,12.8,0.571,0.0,0.0,0.5,7.3,12.8,0.571,0.571,5.5,6.9,0.795,2.3,7.9,10.2,4.4,0.7,0.8,2.1,2.5,20.2
Brad Lohaus,lohaubr01,MIL,PF,28,80,24,22.1,3.5,7.7,0.461,1.1,2.9,0.37,2.5,4.8,0.516,0.53,0.9,1.3,0.723,0.7,2.7,3.5,1.6,0.6,0.9,1.2,2.2,9.1
Brad Sellers,sellebr01,MIN,PF,30,54,4,9.9,0.9,2.4,0.377,0.0,0.0,0.0,0.9,2.4,0.38,0.377,0.7,0.7,0.949,0.5,1.0,1.5,0.9,0.1,0.2,0.5,0.7,2.5
Brent Price,pricebr01,WSB,PG,24,68,9,12.6,1.5,4.1,0.358,0.1,0.7,0.167,1.4,3.4,0.398,0.373,0.8,1.0,0.794,0.4,1.1,1.5,2.3,0.8,0.0,1.3,1.3,3.9
Brian Howard,howarbr01,DAL,SF,25,68,22,19.0,2.7,6.1,0.442,0.0,0.1,0.143,2.7,6.0,0.447,0.443,1.1,1.4,0.766,1.0,2.1,3.1,1.0,0.8,0.5,1.0,3.2,6.5
Brian Shaw,shawbr01,MIA,PG,26,68,45,23.6,2.9,7.4,0.393,0.6,1.9,0.331,2.3,5.5,0.415,0.436,0.9,1.1,0.782,1.0,2.8,3.8,3.5,0.7,0.3,1.4,2.4,7.3
Bryant Stith,stithbr01,DEN,SG,22,39,12,22.2,3.2,7.1,0.446,0.0,0.1,0.0,3.2,7.0,0.453,0.446,2.5,3.1,0.832,1.0,2.2,3.2,1.3,0.6,0.1,1.1,2.1,8.9
Buck Johnson,johnsbu01,WSB,SF,29,73,19,17.6,2.6,5.5,0.479,0.0,0.0,0.0,2.6,5.5,0.483,0.479,1.3,1.7,0.73,1.1,1.6,2.7,1.2,0.5,0.2,1.0,2.6,6.5
Buck Williams,willibu01,POR,PF,32,82,82,30.5,3.3,6.4,0.511,0.0,0.0,0.0,3.3,6.4,0.512,0.511,1.7,2.6,0.645,2.8,5.6,8.4,0.9,1.0,0.7,1.2,3.3,8.3
Byron Houston,houstby01,GSW,PF,23,79,8,16.1,1.8,4.1,0.446,0.0,0.1,0.286,1.8,4.0,0.45,0.449,1.6,2.5,0.665,1.5,2.5,4.0,0.9,0.6,0.5,1.1,3.2,5.3
Byron Irvin,irvinby01,WSB,SG,26,4,2,11.3,2.3,4.5,0.5,0.3,0.3,1.0,2.0,4.3,0.471,0.528,0.8,1.5,0.5,0.5,0.5,1.0,0.5,0.3,0.0,1.0,1.3,5.5
Byron Scott,scottby01,LAL,SG,31,58,53,28.9,5.1,11.4,0.449,0.8,2.3,0.326,4.3,9.0,0.481,0.483,2.7,3.2,0.848,0.5,1.8,2.3,2.7,0.9,0.2,1.2,1.7,13.7
Carl Herrera,herreca01,HOU,PF,26,81,12,22.2,3.0,5.5,0.541,0.0,0.0,0.0,3.0,5.5,0.543,0.541,1.5,2.2,0.71,1.8,3.8,5.6,0.8,0.6,0.4,1.1,2.3,7.5
Cedric Ceballos,cebalce01,PHO,SF,23,74,46,21.7,5.1,8.9,0.576,0.0,0.0,0.0,5.1,8.9,0.577,0.576,2.5,3.5,0.725,2.3,3.2,5.5,1.0,0.7,0.4,1.4,1.4,12.8
Charles Barkley,barklch01,PHO,PF,29,76,76,37.6,9.4,18.1,0.52,0.9,2.9,0.305,8.5,15.2,0.561,0.545,5.9,7.7,0.765,3.1,9.1,12.2,5.1,1.6,1.0,3.1,2.6,25.6
Charles Jones,jonesch01,WSB,C,35,67,21,18.0,0.5,0.9,0.524,0.0,0.0,0.0,0.5,0.9,0.532,0.524,0.3,0.6,0.579,1.3,2.8,4.1,0.6,0.6,1.1,0.6,2.1,1.3
Charles Oakley,oaklech01,NYK,PF,29,82,82,27.2,2.7,5.3,0.508,0.0,0.0,0.0,2.7,5.2,0.509,0.508,1.5,2.1,0.722,3.5,5.1,8.6,1.5,1.0,0.2,1.5,3.5,6.9
Charles Shackleford,shackch01,PHI,C,26,48,0,11.8,1.7,3.4,0.488,0.0,0.0,0.0,1.7,3.4,0.494,0.488,0.6,1.0,0.633,1.4,2.9,4.3,0.5,0.3,0.5,0.8,1.9,4.0
Charles Smith,smithch01,NYK,SF,27,81,68,26.8,4.4,9.4,0.469,0.0,0.0,0.0,4.4,9.4,0.47,0.469,3.5,4.5,0.782,2.1,3.2,5.3,1.8,0.6,1.2,1.9,3.1,12.4
Chris Corchiani,corchch01,"ORL,WSB",PG,24,10,0,10.5,1.4,2.4,0.583,0.0,0.3,0.0,1.4,2.1,0.667,0.583,1.6,2.1,0.762,0.1,0.6,0.7,1.6,0.6,0.0,0.8,1.8,4.4
Chris Dudley,dudlech02,NJN,C,27,71,16,19.7,1.3,3.7,0.353,0.0,0.0,,1.3,3.7,0.353,0.353,0.8,1.5,0.518,3.0,4.2,7.2,0.2,0.2,1.5,0.8,2.7,3.5
Chris Gatling,gatlich01,GSW,PF,25,70,11,17.8,3.6,6.6,0.539,0.0,0.1,0.0,3.6,6.5,0.546,0.539,2.1,3.0,0.725,1.8,2.7,4.6,0.6,0.6,0.8,1.5,2.8,9.3
Chris Morris,morrich01,NJN,SF,27,77,57,29.9,5.7,11.8,0.481,0.2,1.0,0.224,5.4,10.8,0.504,0.49,2.6,3.2,0.794,2.9,2.9,5.9,1.4,1.9,0.7,1.5,2.2,14.1
Chris Mullin,mullich01,GSW,SF,29,46,46,41.3,10.3,20.2,0.51,1.3,2.9,0.451,9.0,17.3,0.519,0.542,4.0,4.9,0.81,0.9,4.1,5.0,3.6,1.5,0.9,3.0,1.7,25.9
Chris Smith,smithch03,MIN,SG,22,80,6,15.8,1.6,3.6,0.433,0.0,0.2,0.143,1.5,3.4,0.447,0.436,1.2,1.5,0.792,0.4,0.8,1.2,2.5,0.6,0.2,0.9,1.2,4.3
Christian Laettner,laettch01,MIN,PF,23,81,81,34.9,6.2,13.1,0.474,0.0,0.5,0.1,6.2,12.6,0.489,0.476,5.7,6.8,0.835,2.1,6.6,8.7,2.8,1.3,1.0,3.4,3.6,18.2
Chuck Person,persoch01,MIN,SF,28,78,75,38.3,6.9,16.0,0.433,1.5,4.3,0.355,5.4,11.7,0.462,0.481,1.4,2.2,0.649,1.3,4.3,5.6,4.4,0.9,0.4,2.8,2.5,16.8
Chucky Brown,brownch01,NJN,SF,24,77,20,15.4,2.1,4.3,0.483,0.0,0.1,0.0,2.1,4.2,0.491,0.483,0.9,1.3,0.724,1.1,1.9,3.0,0.7,0.3,0.3,0.7,1.5,5.1
Clarence Weatherspoon,weathcl01,PHI,SF,22,82,82,32.4,6.0,12.8,0.469,0.0,0.0,0.25,6.0,12.8,0.47,0.47,3.5,5.0,0.713,2.2,5.0,7.2,1.8,1.0,0.8,2.1,2.3,15.6
Clifford Robinson,robincl02,POR,PF,26,82,12,31.4,7.7,16.3,0.473,0.2,0.9,0.247,7.5,15.4,0.487,0.48,3.5,5.1,0.69,2.0,4.6,6.6,2.2,1.2,2.0,2.1,3.5,19.1
Clyde Drexler,drexlcl01,POR,SG,30,49,49,34.1,7.1,16.7,0.429,0.6,2.7,0.233,6.5,13.9,0.467,0.448,5.0,6.0,0.839,2.6,3.7,6.3,5.7,1.9,0.8,2.3,3.2,19.9
Corey Williams,willico01,CHI,PG,22,35,0,6.9,0.9,2.4,0.365,0.0,0.1,0.333,0.9,2.3,0.366,0.371,0.5,0.6,0.818,0.5,0.3,0.9,0.7,0.1,0.1,0.3,0.7,2.3
