Player,PlayerID,Tms,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Aaron James,jamesaa01,NOJ,SF,25,80,,26.5,5.4,10.8,0.497,,,,5.4,10.8,0.497,0.497,1.5,2.0,0.745,2.0,3.2,5.3,1.4,0.5,0.3,1.6,3.2,12.2
Adrian Dantley,dantlad01,"IND,LAL",SF,22,79,,37.1,7.3,14.3,0.512,,,,7.3,14.3,0.512,0.512,6.8,8.6,0.796,3.4,4.5,7.8,3.2,1.5,0.3,2.9,2.9,21.5
Al Eberhard,eberhal01,DET,SF,25,37,,15.6,1.9,4.3,0.444,,,,1.9,4.3,0.444,0.444,1.1,1.6,0.672,1.0,1.8,2.8,0.7,0.4,0.1,0.6,1.7,4.9
Al Fleming,flemial01,SEA,SF,23,20,,4.9,0.8,1.6,0.484,,,,0.8,1.6,0.484,0.484,0.5,0.9,0.588,0.7,0.9,1.5,0.4,0.0,0.3,0.8,0.8,2.0
Al Skinner,skinnal01,"NJN,DET",SG,25,77,,20.1,2.9,6.3,0.455,,,,2.9,6.3,0.455,0.455,2.1,2.6,0.798,0.9,2.0,2.9,1.9,0.8,0.3,2.1,3.1,7.9
Alex English,englial01,MIL,SF,24,82,,18.9,4.2,7.7,0.542,,,,4.2,7.7,0.542,0.542,1.3,1.7,0.727,1.8,3.1,4.8,1.6,0.5,0.7,1.7,2.2,9.6
Allan Bristow,bristal01,SAS,SF,26,82,,18.1,3.1,6.6,0.478,,,,3.1,6.6,0.478,0.478,1.9,2.5,0.731,1.2,1.9,3.1,2.4,0.8,0.0,1.8,1.8,8.1
Alonzo Bradley,bradlal01,HOU,SF,24,43,,18.6,3.0,7.1,0.428,,,,3.0,7.1,0.428,0.428,1.0,1.4,0.729,0.6,1.7,2.3,1.3,0.4,0.1,1.3,1.9,7.0
Alvan Adams,adamsal01,PHO,C,23,70,,27.3,6.2,12.8,0.485,,,,6.2,12.8,0.485,0.485,3.1,4.2,0.73,2.3,5.8,8.1,3.2,1.2,0.9,3.3,3.5,15.5
Alvin Scott,scottal01,PHO,SF,22,81,,19.0,2.2,4.6,0.488,,,,2.2,4.6,0.488,0.488,1.6,2.4,0.691,1.7,2.7,4.4,1.1,0.6,0.5,1.0,2.0,6.1
