Player,PlayerID,Tms,Pos,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Aaron James,jamesaa01,NOJ,SF,25,80,2118,13.3,0.523,,0.182,7.5,11.5,9.5,7.6,0.8,0.5,12.3,19.0,2.7,1.5,4.3,0.096,-0.7,-1.0,-1.7,0.1
Adrian Dantley,dantlad01,"IND,LAL",SF,22,79,2933,20.9,0.595,,0.603,9.2,12.0,10.6,11.8,1.8,0.4,13.8,21.7,9.6,2.5,12.2,0.199,3.9,-0.4,3.5,4.1
Al Eberhard,eberhal01,DET,SF,25,37,576,10.0,0.49,,0.381,6.9,11.7,9.3,5.9,1.0,0.4,11.0,13.9,0.6,0.3,0.9,0.078,-1.3,-0.8,-2.1,0.0
Al Fleming,flemial01,SEA,SF,23,20,97,10.7,0.52,,0.548,13.1,18.6,15.7,10.1,0.0,2.8,29.4,21.4,-0.1,0.1,0.0,0.018,-3.9,-0.1,-4.1,-0.1
Al Skinner,skinnal01,"NJN,DET",SG,25,77,1551,10.6,0.525,,0.416,4.5,10.4,7.4,12.5,1.9,0.7,21.8,18.1,0.5,1.3,1.8,0.055,-2.6,0.0,-2.6,-0.2
Alex English,englial01,MIL,SF,24,82,1552,17.4,0.568,,0.226,9.6,17.4,13.4,11.4,1.2,1.8,16.4,20.3,2.7,1.3,4.0,0.123,1.1,-0.5,0.6,1.0
Allan Bristow,bristal01,SAS,SF,26,82,1481,14.6,0.529,,0.387,7.3,10.7,9.1,16.7,2.1,0.1,18.8,20.2,1.6,1.2,2.8,0.089,0.0,-0.7,-0.7,0.5
Alonzo Bradley,bradlal01,HOU,SF,24,43,798,9.0,0.459,,0.194,3.1,10.3,6.6,9.3,0.9,0.4,14.3,19.2,-0.1,0.0,-0.1,-0.005,-2.6,-1.8,-4.5,-0.5
Alvan Adams,adamsal01,PHO,C,23,70,1914,17.7,0.528,,0.327,8.4,22.2,15.2,16.4,1.9,1.7,18.6,24.5,1.5,3.4,4.9,0.123,0.1,0.9,1.0,1.5
Alvin Scott,scottal01,PHO,SF,22,81,1538,12.3,0.543,,0.518,8.9,15.1,11.9,6.9,1.5,1.3,15.8,13.0,1.9,2.1,4.0,0.126,-0.8,0.3,-0.5,0.6
Andre McCarter,mccaran01,KCK,PG,24,1,9,-7.2,0.0,,0.0,0.0,11.4,5.7,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,-0.177,-4.8,-0.2,-5.0,0.0
Anthony Roberts,roberan01,DEN,SF,22,82,1598,12.2,0.467,,0.288,9.0,13.4,11.3,9.4,1.1,0.2,12.5,22.7,0.8,1.1,1.9,0.057,-1.8,-2.2,-4.0,-0.8
Armond Hill,hillar01,ATL,PG,24,82,2530,11.0,0.48,,0.305,2.5,7.7,5.0,23.4,2.8,0.4,22.4,17.0,-0.1,2.7,2.6,0.05,-2.0,0.5,-1.6,0.3
Artis Gilmore,gilmoar01,CHI,C,28,82,3067,23.5,0.604,,0.531,11.3,26.6,19.0,14.0,0.6,3.2,19.1,25.3,7.8,3.7,11.5,0.18,3.8,0.3,4.1,4.7
Austin Carr,carrau01,CLE,SG,29,82,2186,13.6,0.484,,0.238,3.5,5.2,4.3,14.9,1.4,0.5,12.3,21.6,1.8,1.6,3.4,0.074,-0.4,-0.6,-1.0,0.5
Bayard Forrest,forreba01,PHO,C,23,64,887,12.2,0.478,,0.433,9.6,19.6,14.5,17.8,1.1,2.0,22.9,15.4,0.1,1.3,1.4,0.077,-1.3,1.2,-0.1,0.4
Ben Poquette,poquebe01,DET,PF,22,52,626,10.6,0.461,,0.267,8.5,15.7,12.2,4.3,0.7,1.8,13.7,17.8,0.1,0.5,0.6,0.049,-2.1,-1.1,-3.3,-0.2
Bernard King,kingbe01,NJN,SF,21,79,3092,17.3,0.511,,0.277,7.9,16.0,11.8,9.9,1.7,0.6,14.3,26.0,2.6,3.3,5.9,0.092,1.0,-0.9,0.1,1.6
Bill Robinzine,robinbi01,KCK,PF,25,82,1748,13.6,0.512,,0.4,10.1,21.5,15.8,5.6,1.9,0.3,17.8,21.1,1.0,2.0,3.0,0.082,-1.8,-0.9,-2.7,-0.3
Bill Walton,waltobi01,POR,C,25,58,1929,24.8,0.554,,0.279,6.5,34.2,20.7,22.8,1.4,4.1,17.2,24.5,3.6,4.8,8.4,0.209,4.4,3.7,8.1,4.9
Bill Willoughby,willobi01,BUF,SF,20,56,1079,10.9,0.472,,0.22,7.6,14.1,10.9,4.9,1.0,2.3,12.3,16.8,0.4,0.7,1.2,0.051,-1.9,-0.6,-2.5,-0.1
Billy Knight,knighbi01,BUF,SF,25,53,2155,18.7,0.558,,0.402,6.3,12.7,9.5,11.5,1.8,0.3,13.3,23.3,4.7,1.3,6.0,0.133,2.5,-0.9,1.6,2.0
Billy Paultz,paultbi01,SAS,C,29,80,2479,19.8,0.568,,0.313,7.6,20.4,14.3,11.5,0.7,3.8,13.0,20.0,5.6,3.0,8.6,0.166,2.2,0.7,2.9,3.0
Bingo Smith,smithbi02,CLE,SG,31,82,1581,14.3,0.47,,0.161,4.1,9.2,6.6,8.9,1.1,0.7,8.3,24.6,1.2,1.3,2.5,0.076,-0.5,-1.0,-1.4,0.2
Bird Averitt,averibi01,"NJN,BUF",SG,25,55,1085,10.3,0.454,,0.291,1.6,6.4,3.9,26.3,1.6,0.4,20.8,24.6,-1.2,0.5,-0.7,-0.03,-2.7,-2.0,-4.7,-0.7
