Player,PlayerID,Tms,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Adrian Dantley,dantlad01,UTA,SF,27,22,22,40.3,10.6,18.3,0.58,0.0,0.0,,10.6,18.3,0.58,0.58,9.5,11.3,0.847,2.6,3.7,6.4,4.8,0.9,0.0,3.7,2.8,30.7
Al Wood,woodal01,SDC,SF,24,76,47,24.0,4.5,9.7,0.464,0.2,0.7,0.3,4.3,9.1,0.475,0.474,1.6,2.1,0.77,1.3,1.8,3.1,1.8,0.7,0.5,1.5,2.5,10.9
Albert King,kingal01,NJN,SF,23,79,75,31.0,7.4,15.5,0.475,0.1,0.3,0.261,7.3,15.2,0.479,0.477,2.2,2.9,0.775,2.0,3.8,5.8,3.7,1.2,0.5,3.1,3.5,17.0
Alex English,englial01,DEN,SF,29,82,82,36.4,11.7,22.6,0.516,0.0,0.1,0.167,11.7,22.5,0.519,0.517,5.0,6.0,0.829,3.2,4.1,7.3,4.8,1.4,1.5,3.2,2.9,28.4
Allan Bristow,bristal01,DAL,SF,31,37,0,10.0,1.2,2.7,0.444,0.2,0.4,0.462,1.0,2.3,0.442,0.475,0.3,0.4,0.714,0.6,0.9,1.6,1.9,0.2,0.0,0.8,1.2,2.8
Allen Leavell,leaveal01,HOU,PG,25,79,76,32.9,5.6,13.4,0.415,0.5,2.2,0.24,5.0,11.2,0.449,0.434,3.1,3.8,0.832,0.8,1.7,2.5,6.7,2.1,0.2,2.5,2.7,14.8
Alton Lister,listeal01,MIL,PF,24,80,37,23.6,3.4,6.4,0.529,0.0,0.0,,3.4,6.4,0.529,0.529,1.6,3.0,0.537,2.1,5.0,7.1,1.4,0.6,2.2,2.3,4.1,8.4
Alvan Adams,adamsal01,PHO,C,28,80,75,30.6,6.0,12.3,0.486,0.0,0.0,0.333,6.0,12.2,0.487,0.487,2.3,2.7,0.829,2.0,4.8,6.9,4.7,1.4,0.9,3.0,3.6,14.2
Alvin Scott,scottal01,PHO,SF,27,81,9,14.1,1.5,3.2,0.479,0.0,0.0,0.0,1.5,3.2,0.482,0.479,1.0,1.4,0.736,0.7,2.0,2.8,1.2,0.6,0.4,0.8,1.6,4.1
Andrew Toney,toneyan01,PHI,SG,25,81,81,30.5,7.7,15.4,0.501,0.3,0.9,0.289,7.5,14.5,0.514,0.51,4.0,5.1,0.788,0.5,2.3,2.8,4.5,1.0,0.2,3.3,3.1,19.7
Armond Hill,hillar01,MIL,PG,29,14,3,12.1,1.0,1.9,0.538,0.0,0.0,,1.0,1.9,0.538,0.538,1.3,1.6,0.818,0.4,1.1,1.4,1.9,0.6,0.0,0.9,1.4,3.3
Artis Gilmore,gilmoar01,SAS,C,33,82,82,34.1,6.8,10.8,0.626,0.0,0.1,0.0,6.8,10.8,0.63,0.626,4.5,6.0,0.74,3.6,8.4,12.0,1.5,0.5,2.3,3.1,3.3,18.0
