Player,PlayerID,Tms,Pos,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
A.C. Green,greenac01,LAL,PF,36,82,1929,11.2,0.482,0.01,0.245,9.0,17.9,13.5,5.9,1.4,0.7,11.0,11.0,1.7,3.3,5.0,0.124,-1.1,0.8,-0.3,0.8
A.J. Bramlett,bramlaj01,CLE,C,23,8,61,-0.4,0.19,0.0,0.0,21.7,18.5,20.1,0.0,0.8,0.0,12.5,17.1,-0.2,0.1,-0.2,-0.129,-9.2,-6.7,-15.9,-0.2
Aaron McKie,mckieaa01,PHI,SG,27,82,1952,13.2,0.497,0.204,0.246,2.6,11.4,7.0,19.5,2.9,0.7,14.7,17.3,1.3,3.0,4.3,0.105,-1.1,2.2,1.2,1.5
Aaron Williams,williaa01,WAS,PF,28,81,1545,17.7,0.572,0.007,0.447,11.7,18.9,15.2,6.2,1.4,4.3,12.9,17.8,3.2,1.6,4.8,0.15,0.0,0.4,0.3,0.9
Adam Keefe,keefead01,UTA,C,29,62,604,7.6,0.463,0.008,0.277,9.3,18.0,13.7,8.5,1.5,1.7,24.0,14.7,-0.4,0.8,0.4,0.03,-4.4,0.4,-4.0,-0.3
Adonal Foyle,foylead01,GSW,C,24,76,1654,12.3,0.5,0.0,0.237,10.4,16.9,13.5,4.0,0.8,5.8,14.5,12.5,0.7,1.2,1.9,0.055,-2.8,-0.1,-2.9,-0.4
Adrian Griffin,griffad01,BOS,SG,25,72,1927,12.6,0.503,0.138,0.383,7.2,15.2,11.0,13.4,3.1,0.6,16.2,13.0,1.8,2.1,3.9,0.098,-0.9,1.4,0.6,1.3
Al Harrington,harrial01,IND,PF,19,50,854,10.8,0.524,0.129,0.42,6.4,14.2,10.4,7.1,1.5,0.7,17.2,20.1,0.1,0.9,1.0,0.057,-3.3,-0.1,-3.4,-0.3
Alan Henderson,hendeal01,ATL,PF,27,82,2775,14.7,0.503,0.011,0.359,10.5,12.1,11.3,4.6,1.5,1.3,11.4,19.4,2.9,1.4,4.3,0.074,-0.4,-1.2,-1.6,0.3
Aleksandar Radojević,radojal01,TOR,C,23,3,24,2.4,0.363,0.0,0.857,9.0,29.0,18.7,6.2,4.3,2.9,34.2,27.0,-0.2,0.1,-0.1,-0.202,-12.2,0.1,-12.1,-0.1
Allan Houston,houstal01,NYK,SG,28,82,3169,16.5,0.569,0.191,0.263,1.5,8.5,5.1,13.2,1.1,0.3,11.6,24.0,5.5,3.1,8.6,0.13,1.8,-0.2,1.7,2.9
Allen Iverson,iversal01,PHI,SG,24,70,2853,20.0,0.496,0.151,0.358,2.7,7.7,5.2,23.0,2.6,0.1,10.3,34.4,3.3,3.6,6.9,0.116,3.4,-0.2,3.2,3.8
Alonzo Mourning,mournal01,MIA,C,29,79,2748,25.8,0.596,0.003,0.492,9.5,21.6,15.9,8.7,0.8,7.8,13.1,28.1,7.3,5.6,12.9,0.226,3.1,2.2,5.3,5.0
Alvin Williams,willial02,TOR,PG,25,55,779,13.6,0.463,0.192,0.226,3.8,8.6,6.1,26.6,2.3,1.0,13.0,20.6,0.4,0.6,1.0,0.063,-0.9,-0.2,-1.1,0.2
