Player,PlayerID,Tms,Pos,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Aaron Gordon,gordoaa01,ORL,PF,24,62,2017,15.1,0.516,0.309,0.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,1.4,2.3,3.7,0.087,-0.1,0.1,0.0,1.0
Aaron Holiday,holidaa01,IND,PG,23,66,1617,11.6,0.521,0.393,0.155,1.5,9.0,5.3,19.1,1.7,0.9,12.8,18.7,0.4,1.7,2.1,0.063,-1.6,0.0,-1.6,0.2
Abdel Nader,naderab01,OKC,SF,26,55,867,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2.0,12.8,17.0,0.5,0.9,1.3,0.074,-1.2,0.2,-1.0,0.2
Adam Mokoka,mokokad01,CHI,SF,21,11,112,8.2,0.538,0.536,0.143,6.6,3.1,4.9,5.0,1.7,0.0,6.3,12.1,0.1,0.1,0.2,0.073,-2.9,-1.2,-4.1,-0.1
Admiral Schofield,schofad01,WAS,PF,22,33,368,6.1,0.502,0.663,0.163,2.0,12.4,7.0,5.3,1.0,0.9,6.6,11.9,0.1,0.1,0.1,0.017,-4.3,-1.2,-5.5,-0.3
Al Horford,horfoal01,PHI,C,33,67,2025,15.7,0.536,0.399,0.113,5.6,19.3,12.4,19.2,1.2,2.6,9.7,17.5,2.8,2.6,5.4,0.128,1.3,1.0,2.2,2.2
Al-Farouq Aminu,aminual01,ORL,PF,29,18,380,7.6,0.395,0.419,0.337,6.6,18.4,12.3,7.4,2.3,1.9,14.7,13.2,-0.4,0.5,0.1,0.014,-4.4,1.4,-3.0,-0.1
Alec Burks,burksal01,"GSW,PHI",SF,28,66,1754,16.7,0.561,0.392,0.345,2.9,14.9,8.7,17.2,1.7,0.9,9.3,23.8,2.5,1.2,3.7,0.101,1.2,-0.7,0.5,1.1
Alen Smailagić,smailal01,GSW,C,19,14,139,14.5,0.61,0.325,0.475,7.5,13.7,10.5,14.3,1.0,2.6,18.5,18.2,0.2,0.1,0.2,0.081,-1.5,-0.7,-2.2,0.0
Alex Caruso,carusal01,LAL,PG,25,64,1175,10.8,0.525,0.412,0.323,1.6,9.8,5.7,13.6,2.8,1.4,13.8,13.8,0.5,1.8,2.3,0.095,-2.6,2.4,-0.2,0.5
Alex Len,lenal01,"ATL,SAC",C,26,55,970,17.7,0.6,0.185,0.329,11.1,25.2,18.0,7.9,1.1,4.3,13.1,18.1,1.5,1.0,2.5,0.122,-0.5,-0.3,-0.7,0.3
Alfonzo McKinnie,mckinal01,CLE,SF,27,40,593,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.014,-4.4,-0.9,-5.3,-0.5
Alize Johnson,johnsal02,IND,PF,23,17,118,13.3,0.509,0.276,0.345,15.0,29.4,22.3,7.7,1.2,1.5,17.3,15.0,0.1,0.2,0.3,0.111,-1.8,0.2,-1.6,0.0
