Player,PlayerID,Tms,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
A.J. Price,priceaj01,"IND,CLE,PHO",PG,28,26,0,12.5,2.0,5.3,0.372,0.6,2.2,0.263,1.4,3.1,0.45,0.427,0.6,0.9,0.667,0.2,1.0,1.2,1.8,0.3,0.0,0.5,0.6,5.1
Aaron Brooks,brookaa01,CHI,PG,30,82,21,23.0,4.2,10.0,0.421,1.5,3.8,0.387,2.7,6.1,0.442,0.495,1.8,2.1,0.833,0.4,1.6,2.0,3.2,0.7,0.2,1.9,2.3,11.6
Aaron Gordon,gordoaa01,ORL,PF,19,47,8,17.0,2.0,4.4,0.447,0.3,1.0,0.271,1.7,3.4,0.5,0.478,0.9,1.3,0.721,1.0,2.6,3.6,0.7,0.4,0.5,0.8,1.8,5.2
Adreian Payne,paynead01,"ATL,MIN",PF,23,32,22,23.1,2.8,6.9,0.414,0.0,0.3,0.111,2.8,6.6,0.427,0.416,0.9,1.4,0.652,1.5,3.6,5.1,0.9,0.6,0.3,1.4,2.8,6.7
Al Horford,horfoal01,ATL,C,28,76,76,30.5,6.8,12.7,0.538,0.1,0.5,0.306,6.7,12.2,0.547,0.544,1.4,1.9,0.759,1.7,5.4,7.2,3.2,0.9,1.3,1.3,1.6,15.2
Al Jefferson,jeffeal01,CHO,C,30,65,61,30.6,7.5,15.5,0.481,0.0,0.1,0.4,7.4,15.5,0.482,0.482,1.7,2.5,0.655,1.5,6.9,8.4,1.7,0.7,1.3,1.0,2.1,16.6
Al-Farouq Aminu,aminual01,DAL,SF,24,74,3,18.5,2.0,4.8,0.412,0.5,1.7,0.274,1.5,3.1,0.485,0.459,1.1,1.6,0.712,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6
Alan Anderson,anderal01,BRK,SG,32,74,19,23.6,2.6,5.9,0.443,1.0,2.8,0.348,1.6,3.1,0.53,0.526,1.1,1.4,0.812,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4
Alec Burks,burksal01,UTA,SG,23,27,27,33.3,4.5,11.1,0.403,1.0,2.5,0.382,3.5,8.6,0.409,0.447,3.9,4.8,0.822,0.7,3.5,4.2,3.0,0.6,0.2,1.9,2.4,13.9
Alex Kirk,kirkal01,CLE,C,23,5,0,2.8,0.2,0.8,0.25,0.0,0.0,,0.2,0.8,0.25,0.25,0.4,0.4,1.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.8
Alex Len,lenal01,PHO,C,21,69,44,22.0,2.6,5.1,0.507,0.0,0.0,0.333,2.6,5.1,0.509,0.508,1.1,1.5,0.702,2.1,4.5,6.6,0.5,0.5,1.5,1.1,3.1,6.3
