Player,PlayerID,Tms,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Adrian Dantley,dantlad01,UTA,SF,29,55,46,35.8,9.3,17.5,0.531,0.0,0.0,,9.3,17.5,0.531,0.531,8.0,9.9,0.804,2.7,3.2,5.9,3.4,1.0,0.1,3.1,2.4,26.6
Al Wood,woodal01,SEA,SG,26,80,79,31.8,6.4,13.3,0.485,0.1,0.4,0.212,6.4,12.9,0.494,0.489,2.1,2.7,0.776,1.2,2.3,3.5,3.0,1.1,0.7,1.5,2.3,15.0
Albert King,kingal01,NJN,SF,25,42,7,20.5,5.4,11.0,0.491,0.0,0.2,0.0,5.4,10.8,0.5,0.491,2.0,2.5,0.817,1.7,2.1,3.8,1.4,1.0,0.2,1.5,2.6,12.8
Alex English,englial01,DEN,SF,31,81,81,36.1,11.6,22.4,0.518,0.0,0.1,0.2,11.6,22.3,0.519,0.518,4.7,5.7,0.829,2.5,3.1,5.7,4.2,1.2,0.6,3.1,3.2,27.9
Allen Leavell,leaveal01,HOU,PG,27,42,0,12.8,2.1,5.0,0.421,0.2,0.9,0.216,1.9,4.1,0.465,0.44,1.0,1.4,0.772,0.2,0.7,0.9,2.4,0.5,0.1,1.2,1.5,5.4
Alton Lister,listeal01,MIL,C,26,81,80,25.8,4.0,7.4,0.538,0.0,0.0,0.0,4.0,7.4,0.539,0.538,1.9,3.2,0.588,2.7,5.3,8.0,1.6,0.6,2.1,2.3,3.5,9.9
Alvan Adams,adamsal01,PHO,PF,30,82,69,26.0,5.8,11.2,0.52,0.0,0.0,,5.8,11.2,0.52,0.52,3.0,3.5,0.883,1.9,4.2,6.1,3.8,1.4,0.6,2.4,3.1,14.7
Alvin Robertson,roberal01,SAS,SG,22,79,9,21.3,3.8,7.6,0.498,0.1,0.1,0.364,3.7,7.5,0.501,0.502,1.6,2.1,0.734,1.5,1.9,3.4,3.5,1.6,0.3,2.1,2.7,9.2
Alvin Scott,scottal01,PHO,SF,29,77,18,16.1,1.4,3.4,0.429,0.0,0.1,0.2,1.4,3.3,0.433,0.431,0.7,1.0,0.716,0.6,1.5,2.1,1.6,0.5,0.3,0.8,1.6,3.6
Andrew Toney,toneyan01,PHI,SG,27,70,65,32.0,6.4,13.1,0.492,0.6,1.5,0.371,5.9,11.6,0.508,0.514,4.4,5.1,0.862,0.5,2.0,2.5,5.2,0.9,0.3,3.2,3.0,17.8
Antoine Carr,carran01,ATL,PF,23,62,15,19.3,3.2,6.0,0.528,0.0,0.1,0.333,3.2,6.0,0.531,0.531,1.6,2.1,0.789,1.3,2.5,3.7,1.3,0.5,1.3,1.7,3.5,8.0
Artis Gilmore,gilmoar01,SAS,C,35,81,81,34.0,6.6,10.5,0.623,0.0,0.0,0.0,6.6,10.5,0.624,0.623,6.0,8.0,0.749,2.9,7.6,10.4,1.6,0.5,2.1,3.0,3.8,19.1
Audie Norris,norriau01,POR,C,24,78,13,14.3,1.7,3.1,0.543,0.0,0.0,0.0,1.7,3.1,0.55,0.543,1.7,2.6,0.665,1.2,2.1,3.2,0.6,0.5,0.4,1.3,2.8,5.1
Ben Poquette,poquebe01,CLE,PF,29,79,6,21.0,2.7,5.8,0.46,0.0,0.2,0.176,2.6,5.6,0.47,0.463,1.4,1.7,0.796,1.9,4.1,6.0,1.0,0.6,0.7,0.9,2.8,6.7
Bernard King,kingbe01,NYK,SF,28,55,55,37.5,12.6,23.7,0.53,0.0,0.2,0.1,12.5,23.5,0.534,0.531,7.7,10.0,0.772,2.1,3.7,5.8,3.7,1.3,0.3,3.7,3.5,32.9
Bernard Thompson,thompbe01,POR,SF,22,59,0,9.1,1.3,3.6,0.373,0.0,0.1,0.0,1.3,3.5,0.387,0.373,0.7,0.9,0.765,0.6,0.7,1.3,0.9,0.5,0.2,0.6,1.3,3.3
Bill Garnett,garnebi02,IND,PF,24,65,13,17.3,2.3,4.8,0.481,0.0,0.0,0.0,2.3,4.7,0.484,0.481,1.8,2.7,0.69,1.5,2.9,4.4,1.0,0.4,0.2,1.4,3.0,6.4
Bill Hanzlik,hanzlbi01,DEN,SF,27,80,1,20.9,2.8,6.5,0.421,0.0,0.2,0.067,2.7,6.3,0.432,0.422,2.3,3.0,0.756,1.1,1.5,2.6,2.6,1.1,0.3,1.4,3.6,7.8
Bill Laimbeer,laimbbi01,DET,C,27,82,82,35.3,7.3,14.4,0.506,0.0,0.2,0.222,7.2,14.1,0.51,0.507,3.0,3.7,0.797,3.6,8.8,12.4,1.9,0.8,0.9,1.6,3.8,17.5
Bill Walton,waltobi01,LAC,C,32,67,37,24.6,4.0,7.7,0.521,0.0,0.0,0.0,4.0,7.7,0.523,0.521,2.1,3.0,0.68,2.5,6.4,9.0,2.3,0.7,2.1,2.6,2.7,10.1
Billy Knight,knighbi01,"KCK,SAS",SF,32,68,1,11.8,2.3,5.2,0.441,0.2,0.4,0.44,2.1,4.8,0.441,0.456,0.9,1.1,0.877,0.7,1.0,1.7,1.2,0.2,0.0,1.0,0.9,5.7
Billy Paultz,paultbi01,UTA,C,36,62,0,6.0,0.5,1.4,0.368,0.0,0.0,,0.5,1.4,0.368,0.368,0.3,0.5,0.643,0.4,1.2,1.5,0.3,0.1,0.2,0.5,0.8,1.3
Bob Hansen,hansebo01,UTA,SG,24,54,4,12.0,2.0,4.2,0.489,0.0,0.1,0.143,2.0,4.0,0.5,0.491,0.7,1.3,0.556,0.4,0.9,1.3,1.4,0.5,0.0,0.9,1.6,4.8
Bob McAdoo,mcadobo01,LAL,C,33,66,0,19.0,4.3,8.3,0.52,0.0,0.0,0.0,4.3,8.3,0.521,0.52,1.8,2.5,0.753,1.2,3.3,4.5,1.0,0.3,0.8,1.4,2.6,10.5
Bobby Jones,jonesbo01,PHI,PF,33,80,8,20.4,2.6,4.8,0.538,0.0,0.1,0.0,2.6,4.8,0.543,0.538,2.3,2.7,0.861,1.3,2.4,3.7,1.9,1.1,0.6,1.5,2.3,7.5
Brad Davis,davisbr01,DAL,PG,29,82,82,31.0,3.8,7.5,0.505,0.6,1.4,0.409,3.2,6.1,0.527,0.543,1.9,2.2,0.888,0.5,1.9,2.4,7.1,1.1,0.1,1.5,2.7,10.1
Brook Steppe,steppbr01,DET,SG,25,54,0,9.0,1.5,3.3,0.466,0.0,0.0,0.0,1.5,3.3,0.469,0.466,1.6,1.9,0.837,0.5,0.6,1.1,0.7,0.3,0.1,0.8,1.1,4.7
Bryan Warrick,warribr01,LAC,PG,25,58,1,12.3,1.5,3.0,0.491,0.0,0.1,0.25,1.4,2.9,0.497,0.494,0.8,1.0,0.772,0.2,0.8,1.0,2.6,0.4,0.1,1.2,1.5,3.7
Buck Williams,willibu01,NJN,PF,24,82,82,38.8,7.0,13.3,0.53,0.0,0.0,0.25,7.0,13.2,0.531,0.53,4.1,6.6,0.625,3.9,8.3,12.3,2.0,0.8,1.3,2.9,3.6,18.2
Butch Carter,cartebu01,NYK,SG,26,69,11,18.5,3.1,6.9,0.45,0.2,0.6,0.256,2.9,6.3,0.469,0.461,1.6,1.9,0.813,0.5,0.9,1.4,2.4,0.8,0.1,1.6,2.2,7.9
Butch Graves,gravebu01,CLE,SG,23,4,0,2.8,0.5,1.5,0.333,0.0,0.3,0.0,0.5,1.3,0.4,0.333,0.3,1.3,0.2,0.0,0.5,0.5,0.3,0.3,0.0,0.3,1.0,1.3
Byron Scott,scottby01,LAL,SG,23,81,65,28.5,6.7,12.4,0.539,0.3,0.7,0.433,6.4,11.6,0.546,0.552,2.3,2.8,0.82,0.7,1.9,2.6,3.0,1.2,0.2,1.7,2.4,16.0
Caldwell Jones,jonesca01,CHI,C,34,42,32,21.1,1.3,2.7,0.461,0.0,0.0,0.0,1.3,2.7,0.469,0.461,0.9,1.1,0.766,1.2,3.9,5.0,0.8,0.3,0.7,1.0,3.0,3.4
Calvin Natt,nattca01,DEN,PF,28,78,76,34.1,8.8,16.1,0.546,0.0,0.0,0.0,8.8,16.1,0.547,0.546,5.7,7.2,0.793,2.7,5.1,7.8,3.1,1.0,0.4,2.4,2.3,23.3
Campy Russell,russeca02,CLE,SF,33,3,0,8.0,0.7,2.3,0.286,0.0,0.3,0.0,0.7,2.0,0.333,0.286,0.7,1.0,0.667,0.0,1.7,1.7,1.0,0.0,0.0,1.7,1.0,2.0
Carlos Clark,clarkca01,BOS,SG,24,62,3,9.1,1.0,2.5,0.421,0.0,0.1,0.0,1.0,2.4,0.435,0.421,0.7,0.9,0.774,0.5,0.6,1.1,0.8,0.6,0.0,0.7,1.1,2.7
Cedric Maxwell,maxwece01,BOS,SF,29,57,51,26.2,3.5,6.6,0.533,0.0,0.0,0.0,3.5,6.6,0.536,0.533,4.1,4.9,0.831,1.7,2.5,4.2,1.8,0.6,0.3,1.7,2.5,11.1
Charles Barkley,barklch01,PHI,PF,21,82,60,28.6,5.2,9.5,0.545,0.0,0.1,0.167,5.2,9.5,0.548,0.546,3.6,4.9,0.733,3.2,5.3,8.6,1.9,1.2,1.0,2.5,3.7,14.0
Charles Davis,davisch02,"WSB,MIL",SF,26,61,2,12.7,2.5,5.8,0.43,0.0,0.2,0.1,2.5,5.7,0.439,0.431,0.8,1.0,0.823,1.0,1.5,2.5,0.8,0.4,0.1,0.9,1.9,5.9
Charles Jones,jonesch01,"PHO,CHI,WSB",C,27,31,4,21.5,2.2,4.1,0.528,0.0,0.0,,2.2,4.1,0.528,0.528,1.3,1.9,0.69,2.3,3.6,5.9,0.8,0.7,2.5,0.8,3.5,5.6
