Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
108,Al Skinner\skinnal01,SG,22,NYA,51,773,14.7,.542,.011,.353,5.6,10.0,7.9,20.0,1.7,0.9,18.1,19.4,,0.9,1.1,2.1,.130,,-0.4,0.7,0.3,0.5
109,Al Smith\smithal01,PG,28,UTS,80,2037,9.2,.481,.162,.332,2.1,5.3,3.8,25.5,1.4,0.1,23.2,17.7,,-0.3,1.3,0.9,.022,,-2.5,-1.1,-3.6,-0.8
110,Willie Sojourner\sojouwi01,C,26,NYA,79,1020,11.9,.507,.009,.216,9.5,17.6,13.7,5.2,0.7,3.5,15.1,16.4,,0.5,1.8,2.4,.111,,-3.3,0.7,-2.6,-0.2
111,Brian Taylor\taylobr01,PG,23,NYA,79,2611,16.0,.549,.050,.213,3.4,5.6,4.5,14.0,3.9,0.6,13.1,17.7,,3.6,4.7,8.3,.153,,-0.2,2.9,2.6,3.0
112,Fatty Taylor\taylofa01,PG,28,DNA,76,2018,9.9,.481,.036,.294,4.7,6.8,5.8,19.7,3.8,0.4,27.3,17.1,,-1.5,2.7,1.2,.029,,-2.6,1.4,-1.1,0.5
113,Collis Temple\templco01,SF,22,SAA,24,102,12.9,.463,.024,.244,13.8,16.4,15.1,19.2,1.8,2.1,20.9,22.0,,0.0,0.1,0.1,.067,,-3.6,0.6,-3.0,0.0
114,Chuck Terry\terrych01,SF,24,SAA,79,1186,10.3,.502,.026,.169,6.5,11.6,9.1,7.2,1.5,0.1,9.9,12.3,,1.4,0.9,2.3,.093,,-1.0,0.1,-0.9,0.3
115,Claude Terry\terrycl01,SF,25,DNA,70,989,14.3,.576,.069,.253,6.5,8.5,7.6,14.4,1.5,0.1,16.5,18.6,,1.6,0.8,2.4,.117,,1.2,-0.8,0.5,0.6
116,Ronald Thomas\thomaro01,PF,24,KEN,79,830,13.3,.467,.012,.465,15.2,20.7,18.0,7.1,2.9,0.9,18.7,18.0,,-0.1,2.0,1.8,.107,,-2.0,1.3,-0.7,0.3
117,Dave Twardzik\twardda01,PG,24,VIR,76,2679,14.4,.627,.009,.584,3.6,6.1,4.8,21.9,2.3,0.2,24.4,16.5,,3.8,1.3,5.1,.091,,-0.1,0.2,0.1,1.4
118,Jan van Breda Kolff\vanbrja01,SF,23,DNA,84,1639,11.9,.560,.009,.617,8.3,14.7,11.7,12.6,1.3,1.4,21.9,12.9,,1.9,1.9,3.8,.111,,0.2,0.7,0.9,1.2
119,David Vaughn\vaughda01,C,22,VIR,83,2507,13.9,.441,.002,.229,11.2,26.3,18.6,8.1,1.5,2.8,15.1,20.8,,-1.8,3.4,1.6,.031,,-1.7,0.1,-1.6,0.2
120,Bob Warren\warrebo01,SG,28,SAA,71,992,10.8,.546,.026,.343,4.3,7.0,5.6,11.4,1.6,0.5,18.2,14.7,,0.9,0.7,1.6,.077,,-1.2,0.2,-1.1,0.2
121,Donald Washington\washido01,SF,22,DNA,50,438,9.2,.472,.011,.306,10.5,11.1,10.8,8.7,1.2,2.3,19.1,22.3,,-0.3,0.5,0.2,.022,,-4.6,-0.8,-5.3,-0.4
122,Art Williams\williar01,PG,35,SDA,7,89,10.3,.667,.000,.000,3.2,9.9,6.5,26.3,3.6,0.0,45.5,9.5,,0.0,0.1,0.1,.043,,-3.7,1.0,-2.7,0.0
123,Chuck Williams\willich02,PG,28,MMS,81,3171,15.0,.545,.025,.270,1.9,5.3,3.5,24.9,1.7,0.3,13.7,16.4,,5.3,0.9,6.1,.093,,0.3,-0.7,-0.3,1.3
124,Fly Williams\willifl01,SG,21,SSL,71,1239,11.8,.484,.022,.157,5.7,9.0,7.3,16.6,2.3,0.4,20.5,26.5,,-1.2,0.9,-0.3,-0.014,,-2.7,-1.2,-3.9,-0.6
125,Hank Williams\williha01,SF,22,UTS,39,454,9.6,.471,.135,.141,7.5,12.8,10.3,8.1,1.5,0.5,15.6,18.8,,-0.1,0.5,0.4,.042,,-3.3,0.1,-3.3,-0.1
126,Milt Williams\willimi01,PG,29,SSL,4,95,10.7,.579,.000,.000,4.1,9.7,6.8,15.5,4.8,0.0,34.5,11.6,,0.0,0.1,0.1,.042,,-3.1,1.6,-1.5,0.0
127,John Williamson\willijo01,SG,23,NYA,75,1872,12.6,.520,.017,.191,2.8,5.2,4.0,14.0,1.5,0.7,15.1,21.0,,1.0,2.2,3.3,.083,,-1.5,-0.4,-2.0,0.0
128,Willie Wise\wisewi01,SF,27,VIR,16,574,16.7,.484,.014,.375,5.7,13.0,9.3,15.7,2.2,0.3,11.5,27.4,,0.3,0.4,0.7,.063,,1.0,-0.2,0.8,0.4
129,Dennis Wuycik\wuycide01,SF,24,SSL,25,219,7.0,.480,.014,.257,7.6,9.8,8.7,10.6,1.2,0.2,23.3,18.6,,-0.2,0.1,-0.1,-0.021,,-4.4,-1.1,-5.6,-0.2
