Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
36,Mike Gale\galemi01,SG,23,KEN,48,1591,11.9,.478,.024,.229,3.4,9.3,6.4,16.0,3.1,1.6,20.0,15.2,,-0.1,2.7,2.6,.079,,-2.1,3.2,1.2,1.3
36,Mike Gale\galemi01,PG,23,NYA,32,904,13.4,.456,.023,.135,5.6,10.9,8.3,16.6,3.0,2.1,15.8,14.4,,0.4,1.6,2.1,.110,,-0.4,3.2,2.7,1.1
37,George Gervin*\gervige01,SG-SF,21,TOT,74,2511,21.7,.531,.039,.325,7.0,18.6,12.8,9.9,1.9,2.6,13.4,29.9,,3.9,3.4,7.3,.140,,2.6,0.5,3.1,3.2
37,George Gervin*\gervige01,SG,21,VIR,49,1728,21.7,.529,.048,.318,6.3,17.9,12.1,10.0,2.0,2.6,13.8,30.6,,2.4,2.0,4.4,.121,,2.6,0.3,2.9,2.1
37,George Gervin*\gervige01,SF,21,SAA,25,783,21.9,.534,.015,.344,8.5,20.2,14.3,9.8,1.7,2.7,12.3,28.4,,1.5,1.4,2.9,.180,,2.4,1.1,3.5,1.1
38,Artis Gilmore*\gilmoar01,C,24,KEN,84,3502,20.7,.531,.002,.388,12.9,28.2,20.6,12.8,0.8,4.3,17.8,19.8,,4.8,7.9,12.7,.174,,1.8,2.2,4.0,5.4
39,Gerald Govan\govange01,C,32,UTS,83,2766,10.5,.496,.004,.196,5.6,21.1,13.7,11.2,1.1,1.0,21.0,11.2,,0.7,2.7,3.4,.060,,-1.3,0.6,-0.8,0.9
40,Travis Grant\granttr01,SF,24,SDA,56,1324,20.1,.564,.006,.258,7.1,13.6,10.2,6.9,1.5,0.4,10.4,23.6,,3.2,0.9,4.1,.149,,2.4,-0.6,1.8,1.3
41,Mike Green\greenmi01,C,22,DNR,79,1648,19.8,.503,.003,.283,13.3,22.5,17.7,5.9,1.3,4.1,12.5,24.0,,2.2,2.6,4.7,.138,,1.1,0.4,1.5,1.5
42,Gary Gregor\gregoga01,SF,28,NYA,25,313,9.7,.506,.035,.129,7.1,15.2,11.2,5.8,0.6,0.2,10.0,12.4,,0.4,0.4,0.8,.116,,-2.3,-0.1,-2.4,0.0
43,Joe Hamilton\hamiljo01,PG,25,TOT,73,1961,12.4,.455,.173,.171,2.1,6.7,4.4,18.2,1.9,0.1,11.1,21.4,,0.8,2.1,2.9,.071,,-1.1,0.2,-0.9,0.5
43,Joe Hamilton\hamiljo01,PG,25,SAA,43,1415,11.9,.448,.147,.188,2.0,6.9,4.5,17.4,1.8,0.0,11.5,21.6,,0.2,1.5,1.7,.057,,-1.3,-0.2,-1.4,0.2
43,Joe Hamilton\hamiljo01,PG,25,KEN,30,546,13.7,.471,.232,.132,2.3,6.1,4.2,20.3,2.1,0.4,10.2,20.9,,0.6,0.7,1.2,.107,,-0.6,1.0,0.4,0.3
44,Simmie Hill\hillsi01,SF,27,SAA,60,837,9.9,.496,.045,.254,7.6,14.9,11.2,10.8,0.8,1.2,18.8,17.1,,0.1,1.0,1.2,.066,,-3.1,0.4,-2.6,-0.1
45,Darnell Hillman\hillmda01,PF,24,INA,83,2319,13.3,.511,.012,.290,8.2,19.2,13.8,5.7,1.4,4.0,19.3,15.5,,0.2,4.1,4.4,.091,,-2.2,1.9,-0.4,1.0
46,George Irvine\irvinge01,SF,25,VIR,75,1140,17.2,.555,.089,.267,5.0,10.6,7.8,10.7,1.1,0.7,10.4,21.9,,2.7,0.5,3.2,.136,,2.0,-0.8,1.2,0.9
47,Dan Issel*\isselda01,PF,25,KEN,83,3347,20.7,.534,.010,.337,9.8,14.0,11.9,6.2,1.0,0.5,7.9,24.9,,9.5,4.3,13.8,.197,,3.4,-0.8,2.6,3.9
48,Warren Jabali\jabalwa01,SG,27,DNR,49,1711,15.8,.501,.187,.417,4.7,9.9,7.2,28.8,2.6,0.3,20.1,21.9,,1.4,1.8,3.2,.089,,1.0,0.4,1.4,1.5
49,Mike Jackson\jacksmi01,PF,24,TOT,72,1474,13.2,.546,.014,.311,10.0,16.7,13.4,5.6,0.8,0.6,16.4,18.6,,1.6,0.8,2.4,.078,,-1.6,-1.6,-3.3,-0.5
49,Mike Jackson\jacksmi01,PF,24,UTS,33,677,11.7,.502,.000,.287,9.9,15.5,12.8,4.7,0.9,0.8,16.3,19.7,,0.3,0.5,0.7,.053,,-2.8,-1.8,-4.6,-0.4
49,Mike Jackson\jacksmi01,PF,24,MMT,39,797,14.5,.587,.028,.333,10.1,17.7,13.9,6.3,0.7,0.3,16.5,17.8,,1.3,0.3,1.6,.099,,-0.7,-1.5,-2.1,0.0
50,Billy James\jamesbi01,PG,23,KEN,1,10,-4.8,.333,.000,.000,0.0,0.0,0.0,12.4,0.0,0.0,25.0,15.5,,0.0,0.0,0.0,-0.125,,-4.9,-0.2,-5.1,0.0
51,Stew Johnson\johnsst01,PF,29,SDA,84,2652,16.8,.477,.114,.141,6.0,12.4,9.1,6.9,1.2,0.2,7.1,26.5,,2.9,1.4,4.3,.077,,1.3,-1.9,-0.7,0.9
52,Caldwell Jones\jonesca01,C,23,SDA,79,2929,17.7,.498,.007,.211,9.7,24.7,17.0,6.2,1.0,5.2,11.5,16.9,,3.3,4.3,7.6,.125,,-0.2,1.6,1.4,2.5
53,Collis Jones\jonesco01,SF,24,KEN,58,719,11.3,.429,.011,.297,12.4,11.7,12.0,6.5,1.4,1.0,11.3,18.0,,0.2,1.0,1.2,.079,,-2.0,-0.3,-2.4,-0.1
54,Jimmy Jones\jonesji01,PG,29,UTS,83,3162,18.0,.594,.001,.244,3.5,8.1,5.9,19.4,2.4,0.6,16.9,18.7,,6.8,2.0,8.8,.134,,1.9,0.3,2.1,3.3
55,Rich Jones\jonesri01,PF,27,SAA,78,2843,15.0,.476,.039,.205,6.4,15.9,11.1,14.7,1.2,0.3,10.2,21.5,,3.0,3.6,6.6,.112,,0.7,0.1,0.7,1.9
56,Steve Jones\jonesst01,SG,31,TOT,86,2092,10.1,.484,.048,.187,3.0,8.6,5.7,12.8,0.6,0.4,15.2,21.3,,0.1,1.0,1.1,.024,,-2.0,-1.8,-3.8,-0.9
56,Steve Jones\jonesst01,SG,31,CAR,44,935,8.3,.468,.019,.162,3.4,7.4,5.4,8.2,0.6,0.5,14.4,19.2,,-0.2,0.4,0.3,.013,,-2.7,-2.2,-4.9,-0.7
56,Steve Jones\jonesst01,SG,31,DNR,42,1157,11.5,.494,.067,.204,2.7,9.5,6.0,16.5,0.5,0.3,15.8,23.0,,0.2,0.6,0.8,.033,,-1.5,-1.4,-2.9,-0.3
57,Wil Jones\joneswi02,PF,26,MMT,81,2842,14.1,.490,.026,.221,7.4,16.9,12.1,10.4,1.8,1.6,14.4,18.4,,2.0,2.0,4.0,.067,,-0.6,0.1,-0.5,1.1
58,Kevin Joyce\joyceke01,SG,22,INA,56,987,10.8,.441,.063,.181,3.2,5.6,4.4,18.6,1.5,0.4,14.6,21.6,,-0.2,0.8,0.6,.028,,-2.3,-0.8,-3.1,-0.3
59,George Karl*\karlge01,PG,22,SAA,74,1339,14.8,.520,.044,.225,3.3,7.0,5.1,18.5,2.5,0.5,14.3,20.6,,1.6,1.7,3.3,.117,,-0.3,1.3,1.0,1.0
60,Bill Keller\kellebi01,PG,26,INA,75,1428,15.4,.534,.213,.200,2.9,5.5,4.2,17.8,1.2,0.1,13.0,21.0,,2.6,1.0,3.6,.120,,1.5,-0.9,0.6,0.9
61,Goo Kennedy\kennego01,SF,24,SAA,76,1440,14.0,.574,.000,.247,9.0,20.3,14.6,8.4,2.1,0.6,16.8,14.0,,2.0,2.5,4.5,.149,,-1.0,1.8,0.8,1.0
62,Larry Kenon\kenonla01,PF,21,NYA,84,2908,14.6,.486,.001,.174,13.0,19.5,16.3,5.2,1.2,0.4,15.4,21.6,,1.1,4.7,5.9,.097,,-0.8,-1.4,-2.3,-0.2
63,Julius Keye\keyeju01,PF,27,DNR,79,2595,9.5,.481,.015,.255,8.4,18.4,13.3,6.4,0.7,3.1,19.2,6.7,,1.4,3.0,4.3,.080,,-1.3,1.9,0.5,1.7
64,Ron King\kingro01,SG,22,KEN,9,126,13.1,.413,.086,.243,6.0,8.1,7.1,15.5,1.8,0.8,8.3,25.9,,0.0,0.2,0.2,.068,,-2.2,0.0,-2.1,0.0
65,Bob Lackey\lackebo01,SG,24,NYA,3,15,14.3,.429,.000,.000,20.1,6.5,13.2,8.9,3.0,0.0,12.5,20.7,,0.0,0.0,0.0,.094,,-4.0,0.0,-4.0,0.0
66,Wendell Ladner\ladnewe01,SF,25,TOT,64,1565,10.3,.390,.134,.079,6.8,19.2,13.1,12.4,3.2,0.2,15.6,20.3,,-2.1,3.3,1.1,.035,,-4.0,1.7,-2.3,-0.1
66,Wendell Ladner\ladnewe01,SF,25,KEN,34,928,11.1,.388,.089,.098,7.2,19.7,13.5,12.2,3.1,0.2,13.1,20.9,,-1.1,1.9,0.9,.045,,-3.8,1.7,-2.1,0.0
66,Wendell Ladner\ladnewe01,SF,25,NYA,30,637,9.1,.395,.210,.048,6.2,18.5,12.5,12.6,3.3,0.3,19.4,19.4,,-1.1,1.3,0.3,.021,,-4.2,1.7,-2.5,-0.1
67,Bo Lamar\lamarbo01,SG,22,SDA,84,2824,15.2,.456,.143,.203,3.3,6.2,4.7,14.2,2.0,0.2,8.9,26.9,,1.3,1.2,2.5,.042,,0.1,-1.0,-0.9,0.8
68,Mo Layton\laytomo01,PG,25,MMT,3,65,6.4,.519,.000,.176,1.6,4.8,3.2,14.8,0.0,0.9,27.6,15.9,,0.0,0.0,-0.1,-0.048,,-3.3,-0.9,-4.1,-0.1
69,George Lehmann\lehmage01,PG,31,MMT,33,554,9.8,.464,.282,.107,1.5,5.5,3.5,29.0,1.1,0.4,22.2,17.6,,0.0,0.0,0.0,-0.001,,-1.5,-2.4,-3.9,-0.3
70,Freddie Lewis\lewisfr02,PG,30,INA,78,2164,11.8,.470,.099,.301,3.7,5.0,4.4,20.2,2.1,0.3,17.0,17.9,,1.0,2.0,3.0,.066,,-1.7,0.1,-1.6,0.2
71,Mike Lewis\lewismi01,C,27,CAR,3,14,8.8,.375,.000,.000,22.5,15.2,18.9,0.0,0.0,0.0,11.1,25.2,,0.0,0.0,0.0,-0.025,,-4.4,-0.6,-5.0,0.0
72,Goose Ligon\ligongo01,PF,29,VIR,19,360,9.7,.484,.012,.294,12.6,13.8,13.2,4.1,1.1,1.3,20.0,12.9,,0.1,0.2,0.3,.045,,-1.8,-0.8,-2.6,-0.1
73,Gene Littles\littlge01,PG,30,CAR,84,2017,13.7,.507,.037,.257,4.5,7.6,6.1,18.1,2.4,0.5,14.9,15.9,,2.4,1.8,4.2,.100,,0.5,0.5,1.0,1.5
74,Willie Long\longwi01,SF,23,DNR,82,2058,13.7,.485,.002,.351,9.3,13.5,11.3,7.0,1.2,0.3,12.8,23.0,,1.8,1.7,3.5,.082,,-0.9,-1.1,-2.0,0.0
75,Ed Manning\mannied01,SF,30,CAR,82,1816,13.4,.521,.003,.166,6.1,15.5,10.8,7.4,2.4,0.5,12.7,16.2,,2.0,2.2,4.3,.113,,-0.4,0.4,0.0,0.9
76,Ted McClain\mcclate01,SG,27,CAR,84,2582,16.5,.541,.031,.373,4.9,9.8,7.3,18.0,4.5,0.5,19.1,19.1,,3.0,3.9,7.0,.129,,0.1,2.6,2.7,3.1
77,Patrick McFarland\mcfarpa01,SG,22,DNR,67,757,14.3,.473,.067,.145,7.7,10.1,8.9,12.7,1.4,0.4,9.7,21.5,,0.7,0.6,1.3,.082,,0.5,-0.4,0.1,0.4
78,George McGinnis*\mcginge01,PF,23,INA,80,3266,21.5,.518,.020,.424,12.3,22.1,17.3,13.0,2.3,0.6,16.4,28.6,,4.0,6.0,10.1,.148,,2.3,0.2,2.5,3.7
79,Bill Melchionni\melchbi01,PG,29,NYA,56,1146,9.9,.482,.083,.257,1.1,5.4,3.3,21.3,2.0,0.2,21.9,13.3,,0.3,1.3,1.6,.068,,-2.4,0.4,-1.9,0.0
80,Larry Miller\millela01,SG,27,TOT,80,1968,10.2,.483,.005,.357,4.4,6.2,5.3,10.3,1.3,0.2,14.0,16.9,,0.8,0.5,1.3,.031,,-1.5,-1.1,-2.6,-0.3
80,Larry Miller\millela01,SG,27,SDA,7,68,10.3,.489,.000,.769,3.9,8.3,6.0,13.2,3.2,0.0,22.3,12.1,,0.0,0.1,0.1,.046,,-3.5,0.7,-2.8,0.0
80,Larry Miller\millela01,SG,27,VIR,73,1900,10.2,.483,.005,.349,4.5,6.1,5.3,10.2,1.2,0.2,13.8,17.1,,0.8,0.4,1.2,.030,,-1.4,-1.2,-2.6,-0.3
81,Gene Moore\moorege01,C,28,SDA,49,897,13.1,.464,.021,.250,9.5,20.5,14.8,8.3,1.3,2.7,16.4,18.5,,-0.2,1.0,0.8,.045,,-2.8,0.4,-2.4,-0.1
82,Rick Mount\mountri01,SG,27,TOT,52,753,15.0,.486,.112,.173,3.8,4.3,4.0,13.4,1.7,0.1,9.8,26.4,,0.7,0.4,1.1,.073,,-0.2,-1.2,-1.5,0.1
82,Rick Mount\mountri01,SG,27,KEN,18,276,7.5,.404,.086,.166,2.4,4.4,3.4,13.8,1.2,0.0,11.5,25.6,,-0.3,0.2,-0.1,-0.017,,-4.7,-1.3,-6.0,-0.3
82,Rick Mount\mountri01,SG,27,UTS,34,477,19.3,.534,.127,.178,4.5,4.2,4.4,13.1,2.0,0.1,8.8,26.8,,1.1,0.2,1.2,.125,,2.3,-1.2,1.1,0.4
83,Erwin Mueller\mueller01,PF,29,MMT,3,20,-10.3,.161,.000,1.250,0.0,15.7,7.8,11.8,0.0,0.0,32.6,18.8,,-0.1,0.0,-0.1,-0.335,,-5.6,-0.4,-6.0,-0.1
84,Swen Nater\natersw01,C,24,TOT,79,2375,20.6,.582,.001,.300,12.8,32.5,22.6,8.6,0.7,1.6,17.3,20.5,,4.4,4.3,8.7,.176,,2.6,0.0,2.6,2.8
84,Swen Nater\natersw01,C,24,VIR,17,374,19.9,.584,.000,.483,10.2,30.9,20.6,7.3,0.7,2.1,20.4,23.9,,0.4,0.5,0.9,.118,,1.1,-0.4,0.7,0.3
84,Swen Nater\natersw01,C,24,SAA,62,2001,20.8,.581,.001,.260,13.3,32.8,22.9,8.9,0.7,1.5,16.5,19.9,,4.0,3.8,7.8,.187,,2.9,0.1,3.0,2.5
85,Bob Netolicky\netolbo01,C-PF,31,TOT,75,1645,16.1,.514,.009,.256,10.4,13.1,11.7,8.8,0.8,1.1,12.0,19.9,,2.3,1.8,4.1,.120,,1.4,-0.7,0.7,1.1
85,Bob Netolicky\netolbo01,PF,31,SAA,19,488,18.1,.532,.000,.236,9.5,13.1,11.2,14.6,0.7,1.4,13.6,21.9,,0.8,0.5,1.3,.129,,3.3,-0.1,3.1,0.6
85,Bob Netolicky\netolbo01,C,31,INA,56,1157,15.2,.506,.013,.265,10.7,13.1,11.9,6.3,0.8,1.0,11.3,19.1,,1.6,1.2,2.8,.116,,0.6,-0.9,-0.4,0.5
86,Johnny Neumann\neumajo01,SG-SF,22,TOT,87,2056,14.4,.493,.069,.201,5.5,5.9,5.7,19.7,2.2,0.7,17.6,28.3,,0.0,0.8,0.8,.018,,-1.0,-1.4,-2.3,-0.2
86,Johnny Neumann\neumajo01,SF,22,MMT,43,1300,13.9,.483,.053,.218,5.2,5.6,5.4,21.9,2.1,0.6,17.7,27.9,,-0.1,0.3,0.2,.009,,-1.0,-1.6,-2.6,-0.2
86,Johnny Neumann\neumajo01,SG,22,UTS,44,756,15.4,.509,.096,.173,6.0,6.3,6.2,15.9,2.5,1.0,17.3,29.1,,0.0,0.5,0.5,.033,,-1.0,-0.9,-1.9,0.0
87,Bill Newton\newtobi01,C,23,INA,11,73,4.9,.472,.000,.133,1.3,21.7,11.6,8.8,1.3,0.0,30.6,12.2,,-0.1,0.1,0.0,.001,,-4.8,0.4,-4.4,-0.1
88,Jim O'Brien\obrieji02,SF,22,NYA,11,54,22.0,.447,.108,.405,24.2,7.2,15.5,16.5,2.5,3.0,15.5,37.0,,0.0,0.1,0.1,.076,,-2.1,-0.3,-2.4,0.1
89,Jimmy O'Brien\obrieji01,PG,23,TOT,72,1320,13.0,.458,.053,.185,3.4,6.0,4.7,24.9,2.2,0.0,16.9,19.2,,0.3,1.1,1.4,.052,,-1.0,-0.1,-1.1,0.3
89,Jimmy O'Brien\obrieji01,PG,23,KEN,46,761,12.6,.463,.035,.190,4.0,6.5,5.2,24.3,2.1,0.1,18.5,19.2,,0.1,0.9,1.0,.062,,-1.1,0.2,-0.9,0.2
89,Jimmy O'Brien\obrieji01,PG,23,SDA,26,559,13.4,.451,.074,.179,2.7,5.4,4.0,25.8,2.3,0.0,14.8,19.1,,0.2,0.2,0.5,.039,,-0.8,-0.6,-1.4,0.1
90,Tom Owens\owensto01,PF,24,CAR,81,2284,18.0,.574,.007,.349,13.8,19.4,16.6,7.7,1.1,1.0,15.0,19.6,,5.4,2.5,8.0,.168,,1.7,-1.4,0.3,1.3
91,Barry Parkhill\parkhba01,SG,22,VIR,60,869,5.6,.420,.052,.197,1.5,6.0,3.7,15.5,1.5,0.7,19.2,18.6,,-1.1,0.3,-0.8,-0.046,,-5.4,-0.9,-6.3,-1.0
92,Billy Paultz\paultbi01,C,25,NYA,77,2596,18.2,.531,.001,.293,8.2,21.3,14.9,8.6,1.1,3.1,12.9,20.3,,4.0,4.9,8.9,.165,,1.0,1.1,2.1,2.7
93,Jerry Pender\pendeje01,SG,23,SDA,11,68,4.2,.378,.100,.433,3.9,2.8,3.3,7.0,3.9,0.0,20.1,24.2,,-0.2,0.1,-0.2,-0.118,,-5.5,-0.1,-5.6,-0.1
94,Cincinnatus Powell\powelci01,PF,31,VIR,82,2485,13.9,.491,.027,.254,6.9,14.0,10.5,8.6,0.8,0.7,12.5,23.2,,1.7,1.3,3.0,.059,,-0.4,-1.7,-2.1,-0.1
95,Joe Reaves\reavejo01,SF,23,MMT,12,172,9.3,.441,.000,.086,10.2,17.6,13.9,5.2,0.6,2.3,19.0,21.3,,-0.2,0.1,-0.1,-0.036,,-4.0,-1.2,-5.2,-0.2
