Player,PlayerID,Tms,Pos,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Aaron James,jamesaa01,NOJ,SF,26,73,1417,12.7,0.526,,0.222,6.9,10.1,8.6,8.2,0.9,0.7,13.8,21.6,1.0,0.7,1.7,0.057,-1.8,-1.7,-3.5,-0.5
Adrian Dantley,dantlad01,LAL,SF,23,60,1775,18.4,0.589,,0.467,8.5,12.2,10.5,10.3,1.6,0.3,14.9,23.4,4.0,1.6,5.7,0.153,1.7,-1.2,0.5,1.1
Al Skinner,skinnal01,"NJN,PHI",SG,26,45,643,12.2,0.532,,0.533,4.4,9.6,7.0,18.6,2.8,0.2,21.4,19.9,0.3,0.9,1.2,0.088,-2.7,1.0,-1.7,0.1
Alex English,englial01,IND,SF,25,81,2696,17.6,0.54,,0.209,9.7,15.3,12.5,14.4,1.2,1.5,14.0,20.3,4.3,2.6,7.0,0.124,2.1,0.0,2.1,2.8
Allan Bristow,bristal01,SAS,SF,27,74,1324,14.2,0.562,,0.421,6.6,12.8,9.8,20.3,1.8,0.6,20.5,15.1,2.0,1.5,3.5,0.126,0.5,0.7,1.2,1.1
Alonzo Bradley,bradlal01,HOU,SF,25,34,245,9.3,0.468,,0.375,5.9,14.4,10.2,8.8,0.9,0.2,14.2,19.2,0.0,0.1,0.1,0.024,-3.0,-1.2,-4.2,-0.1
Alvan Adams,adamsal01,PHO,C,24,77,2364,20.4,0.57,,0.269,10.5,22.4,16.6,20.8,2.1,1.4,18.9,24.1,3.9,3.7,7.6,0.154,2.3,1.2,3.4,3.2
Alvin Scott,scottal01,PHO,SF,23,81,1737,13.2,0.579,,0.424,6.8,16.1,11.5,8.5,2.0,1.9,17.4,12.6,2.0,2.4,4.4,0.121,0.1,1.3,1.4,1.5
Andre Wakefield,wakefan01,"CHI,DET",SG,24,73,586,4.9,0.415,,0.39,4.3,9.4,6.7,14.4,1.5,0.2,26.0,18.2,-1.2,0.3,-0.9,-0.072,-5.5,-1.5,-7.0,-0.8
Anthony Roberts,roberan01,DEN,SF,23,63,1236,11.2,0.456,,0.221,9.0,12.7,10.9,12.0,0.7,0.1,10.6,19.1,0.8,1.0,1.7,0.067,-1.3,-1.5,-2.8,-0.3
Armond Hill,hillar01,ATL,PG,25,82,2527,11.8,0.518,,0.422,1.7,5.5,3.5,24.8,1.9,0.4,20.0,15.8,2.4,1.8,4.2,0.08,-0.9,-0.5,-1.4,0.4
Artis Gilmore,gilmoar01,CHI,C,29,82,3265,22.3,0.619,,0.448,9.9,25.0,17.5,12.9,0.7,2.6,16.5,23.0,8.6,4.1,12.7,0.186,3.4,0.7,4.1,5.0
Austin Carr,carrau01,CLE,SG,30,82,2714,15.4,0.529,,0.308,5.9,5.8,5.8,11.4,1.3,0.3,11.7,21.9,4.5,0.5,5.0,0.088,1.0,-1.7,-0.7,0.9
Bayard Forrest,forreba01,PHO,C,24,75,1243,9.6,0.462,,0.423,10.0,18.0,14.1,15.3,1.0,1.5,24.9,13.3,-0.2,1.5,1.2,0.048,-1.9,0.8,-1.1,0.3
Ben Poquette,poquebe01,DET,PF,23,76,1337,13.1,0.481,,0.306,7.5,19.1,13.1,5.4,1.3,3.8,11.0,16.8,0.9,1.6,2.5,0.091,-2.0,0.8,-1.2,0.3
Bernard King,kingbe01,NJN,SF,22,82,2859,17.9,0.542,,0.455,8.9,16.0,12.3,16.4,1.8,0.7,16.5,25.6,2.8,3.6,6.5,0.109,1.6,-0.2,1.3,2.4
Bill Robinzine,robinbi01,KCK,PF,26,82,2179,16.4,0.581,,0.294,10.6,21.5,15.9,6.5,2.2,0.4,15.9,19.8,3.4,3.4,6.9,0.151,0.0,0.3,0.3,1.3
Billy Knight,knighbi01,"BOS,IND",SF,26,79,2095,15.3,0.586,,0.354,4.8,13.0,8.9,10.5,1.4,0.2,18.9,22.2,2.3,1.4,3.7,0.085,0.3,-1.0,-0.7,0.7
Billy McKinney,mckinbi01,KCK,PG,23,78,1242,15.6,0.555,,0.34,1.7,5.8,3.7,27.0,2.1,0.1,18.4,20.8,1.7,1.2,3.0,0.114,0.7,-0.3,0.4,0.7
Billy Paultz,paultbi01,SAS,C,30,79,2122,15.5,0.541,,0.256,8.7,21.8,15.5,10.5,0.7,2.9,15.7,17.8,2.1,2.9,5.1,0.114,0.3,0.5,0.7,1.5
Bingo Smith,smithbi02,CLE,SG,32,72,1650,13.4,0.485,,0.135,4.8,9.1,6.8,10.7,1.2,0.2,8.3,21.8,1.6,0.5,2.1,0.061,-0.7,-1.6,-2.3,-0.1
Bo Ellis,ellisbo02,DEN,PF,24,42,269,12.2,0.524,,0.391,6.7,17.3,12.0,5.0,1.7,2.5,16.9,18.6,0.1,0.4,0.5,0.09,-3.0,0.6,-2.4,0.0
Bob Bigelow,bigelbo01,SDC,SF,25,29,413,6.0,0.428,,0.233,3.9,8.0,5.9,7.1,1.3,0.2,15.4,10.8,0.0,0.1,0.0,0.003,-2.7,-0.6,-3.3,-0.1
