Player,PlayerID,Tms,Pos,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Aaron James,jamesaa01,NOJ,SF,23,75,1346,13.7,0.495,,0.343,6.8,11.6,9.2,6.8,1.1,0.2,,,1.0,1.2,2.2,0.079,-1.1,-1.5,-2.6,-0.2
Al Carlson,carlsal01,SEA,C,24,28,279,9.0,0.392,,0.367,10.8,16.3,13.5,5.8,1.1,2.1,,,-0.2,0.3,0.1,0.012,-3.4,-0.6,-4.0,-0.2
Al Eberhard,eberhal01,DET,SF,23,81,2066,11.7,0.483,,0.335,6.8,12.8,9.8,5.3,1.9,0.4,,,1.1,1.5,2.6,0.06,-1.6,-0.7,-2.3,-0.2
Alvan Adams,adamsal01,PHO,C,21,80,2656,21.7,0.507,,0.265,8.9,20.7,14.9,27.2,2.1,2.4,,,3.3,3.9,7.2,0.13,3.0,1.4,4.4,4.3
Archie Clark,clarkar01,DET,SG,34,79,1589,12.5,0.478,,0.201,1.7,7.3,4.5,18.7,1.8,0.1,,,1.0,0.7,1.7,0.051,-1.4,-0.8,-2.2,-0.1
Austin Carr,carrau01,CLE,SG,27,65,1282,15.2,0.481,,0.214,5.2,5.4,5.3,14.3,1.4,0.1,,,1.7,0.9,2.6,0.097,0.9,-1.1,-0.2,0.6
Barry Clemens,clemeba01,POR,SF,32,49,443,13.8,0.54,,0.245,6.4,9.7,8.1,10.5,2.7,0.8,,,0.6,0.5,1.1,0.116,-0.6,1.2,0.6,0.3
Bill Bradley,bradlbi01,NYK,SF,32,82,2709,10.2,0.471,,0.163,1.8,7.2,4.4,12.6,1.2,0.4,,,1.0,1.5,2.5,0.044,-1.8,-0.4,-2.2,-0.1
Bill Robinzine,robinbi01,KCK,PF,23,75,1327,14.6,0.514,,0.397,9.7,17.7,13.7,6.7,2.7,0.3,,,0.8,1.6,2.4,0.087,-2.8,0.0,-2.9,-0.3
Bill Walton,waltobi01,POR,C,23,51,1687,19.5,0.494,,0.311,8.2,32.4,20.6,19.7,1.3,2.5,,,0.7,3.1,3.8,0.109,1.6,1.5,3.1,2.2
Bill Willoughby,willobi01,ATL,SF,18,62,870,13.8,0.445,,0.352,11.9,22.6,17.1,5.1,2.0,1.8,,,0.1,1.0,1.1,0.063,-1.0,-0.8,-1.7,0.1
Billy Cunningham,cunnibi01,PHI,SF,32,20,640,16.4,0.473,,0.351,4.4,17.8,11.1,23.5,1.7,0.8,,,0.4,0.8,1.2,0.093,0.7,0.5,1.2,0.5
Bingo Smith,smithbi02,CLE,SG,29,81,2338,13.1,0.466,,0.121,3.5,11.7,7.5,9.9,1.2,0.8,,,1.5,2.3,3.7,0.077,-0.7,-0.5,-1.2,0.5
Bob Bigelow,bigelbo01,KCK,SF,22,31,163,9.9,0.455,,0.702,5.6,12.7,9.1,7.4,1.1,0.3,,,0.0,0.1,0.0,0.014,-3.4,-1.0,-4.4,-0.1
Bob Dandridge,dandrbo01,MIL,SF,28,73,2735,19.1,0.545,,0.254,6.7,13.7,10.3,11.9,1.9,0.7,,,6.4,2.6,9.0,0.158,2.6,-0.2,2.4,3.0
Bob Gross,grossbo01,POR,SF,22,76,1474,15.6,0.557,,0.355,9.8,11.4,10.6,15.3,2.8,1.5,,,1.8,1.9,3.8,0.123,0.9,1.6,2.5,1.7
Bob Lanier,laniebo01,DET,C,27,64,2363,22.7,0.579,,0.364,9.3,23.5,16.3,13.9,1.5,1.9,,,7.3,2.8,10.1,0.205,4.7,0.5,5.1,4.3
Bob Love,lovebo01,CHI,SF,33,76,2823,14.1,0.455,,0.325,6.4,12.2,9.1,8.7,1.1,0.2,,,2.2,2.3,4.5,0.076,0.0,-1.5,-1.6,0.3
Bob McAdoo,mcadobo01,BUF,C,24,78,3328,23.3,0.542,,0.383,7.8,22.0,15.1,15.7,1.2,2.5,,,7.7,4.6,12.3,0.178,3.6,0.2,3.8,4.9
Bob Weiss,weissbo01,BUF,PG,33,66,995,10.0,0.522,,0.262,1.4,5.4,3.5,19.0,2.1,0.7,,,0.6,0.8,1.4,0.066,-1.7,1.0,-0.7,0.3
