Player,PlayerID,Tms,Pos,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Adrian Dantley,dantlad01,UTA,SF,28,79,2984,24.6,0.652,0.003,0.658,6.7,9.0,7.9,16.2,0.9,0.1,12.4,28.2,13.0,1.6,14.6,0.235,5.8,-1.5,4.2,4.7
Al Wood,woodal01,SEA,SG,25,81,2236,14.9,0.545,0.022,0.287,4.8,9.2,7.0,11.2,1.4,0.8,10.6,22.1,2.7,1.7,4.4,0.094,-0.2,-0.7,-0.9,0.6
Albert King,kingal01,NJN,SF,24,79,2103,15.6,0.541,0.023,0.312,6.7,14.5,10.5,14.0,2.0,0.9,16.2,24.3,1.5,2.8,4.3,0.099,0.1,0.1,0.2,1.2
Alex English,englial01,DEN,SF,30,82,2870,22.2,0.57,0.004,0.249,7.7,9.3,8.5,20.9,1.3,1.7,10.5,27.9,7.2,1.0,8.2,0.136,4.7,-1.4,3.4,3.9
Allen Leavell,leaveal01,HOU,PG,26,82,2009,15.9,0.553,0.097,0.391,1.7,4.6,3.1,29.7,2.4,0.3,17.7,20.4,2.8,1.6,4.3,0.104,0.8,-0.2,0.6,1.3
Alton Lister,listeal01,MIL,PF,25,82,1955,12.5,0.529,0.0,0.355,9.4,25.0,17.5,7.7,1.0,4.2,20.5,16.1,-0.1,4.1,4.0,0.098,-3.0,2.0,-0.9,0.5
Alvan Adams,adamsal01,PHO,C,29,70,1452,16.6,0.513,0.007,0.275,9.5,16.3,12.9,20.3,2.4,1.2,15.2,21.7,1.5,1.8,3.3,0.109,0.7,0.9,1.6,1.3
Alvin Scott,scottal01,PHO,SF,28,65,735,7.6,0.536,0.016,0.581,4.6,11.4,8.0,7.6,1.2,1.6,21.2,11.0,0.1,0.6,0.8,0.049,-2.5,0.4,-2.2,0.0
Andrew Toney,toneyan01,PHI,SG,26,78,2556,17.3,0.597,0.034,0.413,2.6,5.9,4.3,23.7,1.3,0.5,18.3,26.3,4.2,2.2,6.4,0.12,1.5,-1.4,0.0,1.3
Anthony Roberts,roberan01,DEN,SF,28,19,197,6.7,0.409,0.0,0.198,10.4,17.0,13.6,8.0,1.1,0.3,14.7,22.2,-0.3,0.1,-0.2,-0.058,-5.7,-2.1,-7.9,-0.4
Armond Hill,hillar01,ATL,PG,30,15,181,6.5,0.407,0.0,0.457,1.2,5.1,3.2,26.3,1.9,0.0,20.2,16.5,-0.2,0.1,0.0,-0.012,-4.5,-0.4,-5.0,-0.2
Artis Gilmore,gilmoar01,SAS,C,34,64,2034,18.8,0.675,0.005,0.701,11.4,23.1,17.3,4.3,0.8,3.4,17.0,16.7,4.8,1.9,6.7,0.159,1.5,-0.1,1.4,1.7
Audie Norris,norriau01,POR,C,23,79,1157,8.7,0.565,0.0,0.606,8.2,18.4,13.2,8.1,1.2,1.7,26.8,14.8,-0.1,1.2,1.1,0.046,-4.1,0.4,-3.7,-0.5
