Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
10,Ron Boone\boonero01,SG,29,UTS,16,636,19.4,.548,.024,.292,3.5,8.1,5.8,18.1,2.0,0.2,13.0,27.1,,1.5,0.1,1.6,.120,,2.9,-1.2,1.7,0.6
10,Ron Boone\boonero01,SG,29,SSL,62,2325,16.7,.531,.031,.194,3.9,6.4,5.2,19.4,2.5,0.3,15.2,23.7,,3.0,1.7,4.6,.096,,0.9,-0.5,0.4,1.4
11,Jim Bradley\bradlji01,PF,23,DNA,7,107,9.3,.407,.000,.079,3.9,22.2,13.7,12.0,2.0,2.3,11.3,15.3,,0.0,0.2,0.1,.067,,-3.7,1.0,-2.7,0.0
12,Allan Bristow\bristal01,SF,24,SAA,47,882,13.5,.527,.004,.339,8.0,11.5,9.8,16.8,1.2,0.1,16.8,16.3,,1.2,0.7,1.9,.104,,0.4,-0.7,-0.3,0.4
13,Roger Brown\brownro02,C,25,DNA,37,291,9.9,.517,.033,.393,9.0,15.7,12.6,8.4,1.2,3.7,19.2,11.3,,0.2,0.4,0.6,.097,,-2.8,1.5,-1.3,0.1
14,George Bucci\buccige01,SG,22,NYA,33,237,13.0,.451,.032,.331,5.9,9.0,7.5,8.9,2.3,0.7,13.4,26.4,,-0.1,0.3,0.1,.029,,-2.4,-0.6,-3.1,-0.1
15,Ticky Burden\burdeti01,SG,22,VIR,71,2181,15.5,.501,.029,.296,4.7,4.5,4.6,10.1,2.1,0.2,11.4,27.4,,2.1,0.5,2.6,.056,,0.4,-1.4,-1.0,0.6
16,Don Buse\busedo01,PG,25,INA,84,3380,16.7,.534,.234,.248,2.3,6.6,4.3,25.5,4.6,0.5,13.9,12.5,,6.0,4.6,10.6,.150,,0.9,3.4,4.4,5.4
17,Mack Calvin\calvima01,PG,28,VIR,45,1658,14.2,.518,.036,.397,2.2,5.7,3.8,24.5,1.9,0.0,18.6,23.4,,1.2,0.3,1.5,.043,,0.0,-1.9,-1.8,0.1
18,M.L. Carr\carrml01,SF,25,SSL,74,2174,15.3,.517,.031,.262,7.6,12.9,10.2,13.7,2.7,1.1,15.6,18.2,,2.1,2.4,4.5,.099,,0.4,0.7,1.1,1.7
19,George Carter\cartege01,SF,32,UTS,10,180,11.7,.494,.000,.631,6.4,11.2,8.9,10.8,1.3,0.9,16.2,21.6,,0.1,0.0,0.2,.044,,-1.8,-0.9,-2.7,0.0
20,Don Chaney\chanedo01,SG,29,SSL,48,1475,10.0,.453,.009,.179,7.4,8.0,7.7,14.4,2.0,1.3,19.4,15.8,,-0.3,1.1,0.8,.027,,-2.0,0.0,-2.0,0.0
21,Jimmy Conner\conneji01,SG,22,KEN,24,240,12.2,.537,.035,.337,4.9,6.3,5.6,21.3,2.1,1.1,24.5,20.8,,0.0,0.2,0.3,.053,,-1.8,0.3,-1.5,0.1
22,Mike D'Antoni\dantomi01,SG,24,SSL,50,798,9.6,.499,.025,.160,1.9,7.3,4.6,17.4,3.6,0.9,21.3,10.5,,0.2,0.9,1.1,.068,,-3.9,2.8,-1.1,0.2
23,Louie Dampier*\dampilo01,PG,31,KEN,82,2835,13.0,.527,.092,.154,1.2,4.1,2.7,21.7,1.0,0.9,12.7,15.6,,4.3,1.7,6.0,.102,,0.9,-0.5,0.4,1.7
24,Rick Darnell\darneri01,C,23,VIR,11,120,4.7,.393,.000,.233,9.5,20.9,15.0,9.9,1.9,1.3,29.7,14.7,,-0.3,0.1,-0.1,-0.055,,-5.5,0.2,-5.3,-0.2
25,Lee Davis\davisle01,PF,30,SDS,7,51,-4.5,.210,.000,.182,0.0,9.9,4.8,2.5,0.0,0.0,7.8,10.0,,-0.1,0.0,-0.1,-0.084,,-6.0,-0.3,-6.3,-0.1
26,Randy Denton\dentora01,C,26,TOT,67,1540,14.8,.479,.002,.156,10.2,23.3,16.8,7.9,1.1,1.1,10.9,19.1,,1.5,1.5,3.0,.094,,-0.2,-1.2,-1.4,0.2
26,Randy Denton\dentora01,C,26,UTS,16,591,18.5,.532,.000,.192,12.3,26.6,19.6,9.5,0.9,1.2,10.7,19.3,,1.4,0.5,1.8,.148,,2.5,-1.2,1.3,0.5
26,Randy Denton\dentora01,C,26,SSL,51,949,12.5,.446,.003,.134,8.9,21.2,15.0,6.9,1.2,1.1,11.1,18.9,,0.2,1.0,1.2,.061,,-1.9,-1.2,-3.1,-0.3
27,Coby Dietrick\dietrco01,C,27,SAA,81,1467,12.1,.534,.017,.203,7.7,15.7,11.8,13.2,2.1,1.5,20.3,14.5,,1.1,1.9,3.0,.098,,-1.4,1.3,-0.1,0.7
28,Dwaine Dillard\dilladw01,SF,26,UTS,3,19,7.2,.515,.000,.667,11.0,37.1,24.4,12.2,4.9,5.7,56.3,18.3,,-0.1,0.1,0.0,-0.081,,-4.9,0.7,-4.2,0.0
29,Jim Eakins\eakinji01,C-PF,29,TOT,73,1667,13.5,.546,.000,.468,9.8,16.5,13.1,6.9,0.9,2.2,16.5,15.8,,2.4,1.2,3.6,.103,,-0.6,-0.3,-1.0,0.4
29,Jim Eakins\eakinji01,PF,29,UTS,16,568,12.1,.539,.000,.452,9.4,17.6,13.6,7.3,0.7,0.9,17.9,15.8,,0.7,0.2,0.9,.076,,-0.5,-1.3,-1.7,0.0
29,Jim Eakins\eakinji01,C,29,VIR,23,636,13.6,.512,.000,.412,11.1,15.6,13.2,7.9,1.3,3.4,16.1,14.7,,0.7,0.5,1.1,.087,,-0.8,0.3,-0.5,0.2
29,Jim Eakins\eakinji01,C,29,NYA,34,463,15.3,.593,.000,.552,8.5,16.4,12.4,5.1,0.7,2.4,15.7,17.3,,1.0,0.6,1.5,.159,,-0.6,0.1,-0.6,0.2
30,Len Elmore\elmorle01,PF,23,INA,76,2591,14.3,.433,.003,.173,8.1,21.4,14.4,6.4,2.3,3.5,12.0,20.9,,-1.1,4.4,3.4,.062,,-2.4,0.9,-1.5,0.3
31,Julius Erving*\ervinju01,SF,25,NYA,84,3244,28.7,.569,.055,.353,9.7,17.7,13.6,20.8,2.9,2.7,12.4,29.0,,11.7,6.0,17.7,.262,,8.1,2.5,10.6,10.3
32,Mike Flynn\flynnmi01,SG,22,INA,67,1097,9.6,.431,.226,.253,5.0,6.1,5.5,15.8,1.8,0.4,14.2,19.2,,-0.4,0.7,0.3,.012,,-2.4,-0.8,-3.2,-0.3
33,Jimmy Foster\fosteja01,PG,24,DNA,48,352,4.4,.427,.055,.441,5.6,6.0,5.8,15.8,2.3,0.6,26.7,24.9,,-1.0,0.3,-0.7,-0.096,,-7.2,-1.5,-8.6,-0.6
34,William Franklin\frankwi01,PF,26,SAA,10,95,14.0,.568,.000,.727,13.0,17.2,15.2,6.3,1.4,1.7,14.7,13.8,,0.2,0.1,0.3,.145,,-2.1,0.0,-2.0,0.0
35,Mike Gale\galemi01,SG,25,SAA,78,1782,11.2,.487,.034,.158,2.8,8.6,5.8,16.5,3.1,1.2,20.9,14.8,,-0.2,2.2,2.0,.053,,-1.7,1.7,-0.1,0.9
36,Kenneth Gardner\gardnke01,SF,26,UTS,9,51,10.1,.371,.000,.111,16.5,9.9,13.1,7.4,1.8,1.1,5.0,15.3,,0.0,0.0,0.1,.054,,-3.2,-0.4,-3.7,0.0
37,Gus Gerard\gerargu01,SF,22,TOT,82,1727,12.7,.468,.011,.299,8.3,16.0,12.3,10.8,1.7,2.1,17.1,23.5,,-0.7,2.2,1.5,.042,,-2.5,-0.3,-2.8,-0.4
37,Gus Gerard\gerargu01,SF,22,SSL,22,542,12.0,.449,.008,.331,8.4,15.9,12.2,6.1,1.5,1.8,14.0,22.7,,-0.1,0.6,0.4,.036,,-2.8,-1.2,-4.1,-0.3
37,Gus Gerard\gerargu01,SF,22,DNA,60,1185,13.0,.477,.013,.286,8.3,16.0,12.4,12.9,1.9,2.2,18.5,23.9,,-0.5,1.6,1.1,.044,,-2.3,0.1,-2.2,-0.1
38,George Gervin*\gervige01,SF,23,SAA,81,2748,20.0,.556,.039,.282,6.7,12.8,9.9,10.4,1.8,2.3,12.0,25.3,,6.1,3.2,9.3,.162,,2.5,0.0,2.6,3.2
39,Artis Gilmore*\gilmoar01,C,26,KEN,84,3286,23.5,.595,.000,.545,12.0,25.8,19.0,9.4,0.8,3.3,14.5,23.6,,9.2,5.8,15.1,.220,,3.9,0.8,4.7,5.5
40,Gerald Govan\govange01,C,34,VIR,24,658,7.6,.478,.000,.214,6.4,18.6,12.2,10.7,0.5,0.9,24.7,10.9,,-0.2,0.3,0.1,.008,,-2.8,-0.5,-3.3,-0.2
41,Travis Grant\granttr01,SF,26,TOT,56,828,14.2,.523,.000,.173,6.5,9.1,7.8,7.7,0.9,1.1,11.4,21.8,,0.9,0.6,1.5,.085,,-0.2,-1.1,-1.3,0.1
41,Travis Grant\granttr01,SF,26,KEN,22,261,9.9,.458,.000,.187,4.5,9.7,7.2,6.4,1.0,1.0,12.5,22.2,,-0.1,0.2,0.1,.027,,-2.9,-0.9,-3.8,-0.1
41,Travis Grant\granttr01,SF,26,INA,34,567,16.2,.552,.000,.167,7.5,8.8,8.1,8.3,0.8,1.2,10.9,21.7,,1.0,0.3,1.3,.112,,1.0,-1.2,-0.2,0.3
42,Mike Green\greenmi01,C,24,VIR,54,1719,17.5,.503,.005,.238,10.9,19.6,15.1,7.6,1.8,2.5,12.9,23.1,,1.7,1.6,3.3,.091,,0.6,-0.6,0.0,0.9
43,Steve Green\greenst01,SF,22,TOT,52,1068,11.8,.488,.011,.247,8.0,10.2,9.1,8.1,1.3,0.5,12.9,20.2,,0.8,0.4,1.2,.053,,-1.5,-1.6,-3.1,-0.3
43,Steve Green\greenst01,SF,22,UTS,16,534,13.0,.542,.000,.287,9.0,12.5,10.8,7.4,1.0,0.3,15.4,19.1,,0.7,0.1,0.8,.073,,-0.1,-1.8,-1.9,0.0
43,Steve Green\greenst01,SF,22,SSL,36,534,10.5,.444,.021,.214,6.9,8.0,7.4,8.8,1.6,0.7,10.7,21.3,,0.0,0.3,0.4,.033,,-2.8,-1.4,-4.2,-0.3
44,Rudy Hackett\hackeru01,PF,22,SSL,22,414,10.1,.462,.000,.374,4.7,13.6,9.1,8.5,1.6,1.0,13.6,16.3,,0.0,0.4,0.4,.045,,-2.6,-0.2,-2.8,-0.1
45,Joe Hamilton\hamiljo01,PG,27,UTS,13,131,16.4,.460,.269,.167,4.0,6.9,5.5,16.9,2.8,0.0,6.7,26.9,,0.2,0.0,0.2,.081,,-1.0,-0.3,-1.4,0.1
46,Darnell Hillman\hillmda01,PF,26,INA,74,2166,14.9,.509,.005,.406,9.9,18.7,14.0,9.1,1.6,1.9,16.7,20.1,,1.4,2.8,4.2,.094,,-1.2,0.1,-1.1,0.5
47,Kim Hughes\hugheki01,C,23,NYA,84,2162,15.6,.528,.000,.357,14.8,19.6,17.1,3.3,2.1,3.0,13.5,13.3,,3.0,3.8,6.8,.151,,-0.1,0.5,0.5,1.3
48,Tom Ingelsby\ingelto01,PG,24,SDS,5,14,10.6,.515,.000,.667,6.7,14.4,10.4,0.0,0.0,0.0,0.0,10.9,,0.0,0.0,0.0,.143,,-4.3,0.0,-4.3,0.0
49,George Irvine\irvinge01,SF,27,DNA,3,14,-0.3,.333,.167,.000,7.5,0.0,3.5,0.0,0.0,0.0,14.3,18.5,,0.0,0.0,0.0,-0.131,,-4.6,-0.5,-5.1,0.0
50,Dan Issel*\isselda01,C,27,DNA,84,2856,21.8,.567,.003,.354,11.1,19.9,15.8,9.6,1.5,1.0,10.5,24.7,,8.6,3.8,12.5,.209,,3.3,-0.9,2.4,3.2
51,Mike Jackson\jacksmi01,PF,26,VIR,80,2230,13.2,.549,.006,.320,8.9,18.6,13.6,7.5,0.9,0.7,17.6,18.2,,2.2,1.2,3.4,.072,,-1.2,-1.2,-2.4,-0.2
52,Stew Johnson\johnsst01,PF,31,TOT,20,350,6.6,.341,.066,.112,6.2,7.4,6.7,9.0,1.1,0.2,5.9,24.5,,-0.6,0.2,-0.3,-0.047,,-4.1,-1.6,-5.8,-0.5
52,Stew Johnson\johnsst01,PF,31,SDS,10,227,7.6,.378,.042,.151,5.0,7.5,6.2,5.5,1.3,0.2,8.0,24.0,,-0.3,0.2,-0.1,-0.023,,-3.9,-1.3,-5.1,-0.2
52,Stew Johnson\johnsst01,PF,31,SAA,10,123,4.7,.282,.103,.051,8.4,7.0,7.7,15.5,0.7,0.0,2.4,25.6,,-0.3,0.1,-0.2,-0.092,,-4.6,-2.3,-6.9,-0.3
53,Bobby Jones*\jonesbo01,PF,24,DNA,83,2845,18.9,.609,.000,.351,8.8,17.7,13.6,14.2,2.6,3.2,18.6,16.2,,5.4,4.8,10.2,.172,,2.7,2.6,5.3,5.2
54,Caldwell Jones\jonesca01,C,25,TOT,76,2674,15.3,.502,.008,.207,8.9,22.1,15.4,7.3,1.4,4.4,14.5,16.5,,1.9,4.3,6.2,.110,,-0.9,1.4,0.5,1.7
54,Caldwell Jones\jonesca01,C,25,SDS,10,407,16.6,.456,.000,.206,9.7,23.3,16.2,8.3,1.5,5.0,11.6,19.1,,0.1,0.8,1.0,.112,,-0.5,2.1,1.6,0.4
54,Caldwell Jones\jonesca01,C,25,KEN,15,457,13.5,.497,.000,.216,12.6,20.4,16.6,3.8,1.7,1.8,16.1,18.6,,0.2,0.8,0.9,.097,,-2.0,-0.1,-2.1,0.0
54,Caldwell Jones\jonesca01,C,25,SSL,51,1810,15.5,.517,.012,.204,7.8,22.2,15.0,8.0,1.3,4.9,14.7,15.3,,1.6,2.7,4.3,.114,,-0.7,1.6,0.9,1.3
55,Rich Jones\jonesri01,PF,29,NYA,83,2427,10.0,.432,.058,.226,4.0,13.0,8.4,7.3,1.5,0.5,11.1,22.4,,-1.2,2.7,1.5,.030,,-3.5,-1.0,-4.6,-1.6
56,Wil Jones\joneswi02,PF,28,KEN,83,2635,13.6,.510,.006,.201,9.0,13.6,11.4,10.8,1.4,1.1,15.3,18.9,,2.2,3.1,5.4,.098,,-0.3,0.2,-0.2,1.2
57,Charles Jordan\jordach01,SF,22,INA,71,855,9.7,.456,.027,.193,9.5,13.7,11.5,8.5,1.7,0.8,17.2,21.2,,-0.6,0.9,0.3,.014,,-4.6,-0.8,-5.4,-0.7
58,Kevin Joyce\joyceke01,SG-PG,24,TOT,43,916,5.7,.415,.039,.238,0.7,4.4,2.6,18.9,1.6,0.2,20.9,18.3,,-1.4,0.7,-0.7,-0.037,,-4.7,-0.9,-5.6,-0.9
58,Kevin Joyce\joyceke01,PG,24,SDS,9,266,6.1,.389,.046,.296,0.4,2.3,1.3,25.9,2.2,0.0,21.8,23.1,,-0.7,0.2,-0.5,-0.088,,-4.2,-1.4,-5.6,-0.3
58,Kevin Joyce\joyceke01,SG,24,KEN,34,650,5.6,.429,.034,.207,0.9,5.2,3.1,16.0,1.3,0.2,20.5,16.3,,-0.7,0.5,-0.2,-0.017,,-4.9,-0.7,-5.5,-0.6
59,George Karl*\karlge01,PG,24,SAA,75,1200,10.4,.500,.027,.317,1.1,4.2,2.7,25.0,2.2,0.1,22.1,15.7,,0.4,0.9,1.3,.050,,-2.3,-0.6,-2.9,-0.3
60,Bill Keller\kellebi01,SG,28,INA,78,2311,13.6,.507,.345,.181,3.0,6.1,4.5,17.9,1.1,0.1,11.9,19.9,,3.0,1.0,4.1,.084,,1.1,-1.5,-0.4,1.0
61,Goo Kennedy\kennego01,SF,26,UTS,16,271,14.7,.586,.000,.536,11.6,18.6,15.2,5.3,1.7,0.4,12.3,14.1,,0.6,0.2,0.8,.136,,0.3,-0.4,-0.1,0.2
62,Larry Kenon\kenonla01,PF,23,SAA,81,2920,16.6,.516,.001,.211,10.2,20.0,15.3,7.0,1.4,0.8,14.2,22.6,,2.7,3.5,6.2,.101,,0.7,-1.5,-0.8,0.9
63,Billy Knight\knighbi01,SF,23,INA,70,2775,21.1,.551,.010,.320,9.1,14.3,11.6,14.6,1.5,0.4,14.3,27.9,,5.7,2.6,8.3,.143,,3.8,-1.0,2.8,3.4
64,Bo Lamar\lamarbo01,SG-PG,24,TOT,41,1130,14.9,.460,.129,.159,3.6,6.0,4.7,23.2,1.7,0.1,11.7,26.9,,0.3,0.7,1.0,.042,,0.6,-1.5,-0.9,0.3
64,Bo Lamar\lamarbo01,PG,24,SDS,6,222,13.6,.462,.071,.124,3.8,4.1,3.9,26.9,1.3,0.2,14.4,24.7,,0.0,0.1,0.2,.037,,0.2,-1.1,-0.9,0.1
64,Bo Lamar\lamarbo01,SG,24,INA,35,908,15.2,.459,.141,.166,3.5,6.4,4.9,22.3,1.8,0.1,11.2,27.4,,0.3,0.6,0.8,.043,,0.7,-1.6,-0.9,0.3
65,Freddie Lewis\lewisfr02,PG,32,SSL,74,2266,13.7,.502,.111,.333,2.9,6.3,4.6,17.3,2.2,0.2,15.0,21.7,,1.8,1.4,3.2,.069,,-0.7,-0.9,-1.6,0.2
66,Maurice Lucas\lucasma01,PF-C,23,TOT,86,2861,15.5,.496,.013,.210,10.1,22.5,16.3,11.1,1.2,1.1,16.9,23.6,,0.7,4.0,4.7,.079,,-0.6,-0.6,-1.2,0.6
66,Maurice Lucas\lucasma01,C,23,SSL,28,1065,16.3,.486,.020,.170,9.6,28.8,19.2,10.5,0.8,1.1,16.0,25.1,,0.0,1.4,1.4,.062,,-0.6,-1.5,-2.1,0.0
66,Maurice Lucas\lucasma01,PF,23,KEN,58,1796,15.0,.504,.009,.238,10.4,18.7,14.6,11.5,1.4,1.1,17.4,22.7,,0.8,2.5,3.3,.089,,-0.6,-0.1,-0.7,0.6
67,Moses Malone*\malonmo01,PF,20,SSL,43,1168,16.8,.538,.004,.373,16.2,18.0,17.1,7.0,1.0,1.3,19.7,23.2,,0.8,1.1,1.9,.077,,0.3,-2.4,-2.1,0.0
68,Ed Manning\mannied01,SF,32,INA,12,134,14.2,.445,.000,.283,9.7,15.7,12.5,14.1,1.3,0.8,9.4,20.6,,0.1,0.1,0.2,.087,,-1.8,-0.3,-2.1,0.0
69,Ted McClain\mcclate01,SG,29,TOT,73,1927,10.9,.477,.019,.269,2.6,7.7,5.2,20.6,3.2,0.6,21.6,17.8,,-0.6,2.6,2.0,.051,,-3.1,1.7,-1.4,0.3
69,Ted McClain\mcclate01,SG,29,KEN,43,1231,9.4,.465,.006,.210,2.0,8.4,5.3,20.6,3.0,0.6,23.3,14.5,,-0.5,1.6,1.1,.044,,-3.6,1.9,-1.7,0.1
69,Ted McClain\mcclate01,SG,29,NYA,30,696,13.6,.489,.033,.333,3.6,6.4,5.0,20.7,3.7,0.8,19.7,23.7,,-0.1,1.0,0.9,.063,,-2.3,1.4,-0.9,0.2
70,Jim McDaniels\mcdanji01,C,27,KEN,29,365,14.5,.505,.000,.170,10.7,21.6,16.3,8.2,1.0,2.5,17.3,22.4,,0.1,0.6,0.7,.087,,-2.2,0.1,-2.0,0.0
71,Patrick McFarland\mcfarpa01,SG,24,SDS,11,275,14.6,.509,.017,.183,5.8,9.9,7.8,22.9,1.0,0.2,18.3,22.8,,0.2,0.2,0.4,.067,,0.0,-0.6,-0.6,0.1
72,Bill Melchionni\melchbi01,PG,31,NYA,67,1191,12.6,.484,.064,.260,1.0,6.1,3.5,28.1,2.0,0.4,19.2,15.8,,0.7,1.1,1.8,.074,,-0.5,-0.6,-1.1,0.3
73,Allen Murphy\murphal01,SG,23,KEN,29,248,8.4,.434,.009,.325,9.5,8.7,9.1,7.0,1.8,1.7,17.2,24.2,,-0.3,0.3,0.0,-0.003,,-4.7,-0.5,-5.2,-0.2
74,Swen Nater\natersw01,C,26,TOT,76,1790,14.4,.520,.006,.238,12.1,30.1,20.8,4.5,0.8,1.5,19.1,18.8,,0.5,2.6,3.1,.084,,-1.6,-1.1,-2.7,-0.3
74,Swen Nater\natersw01,C,26,NYA,43,1016,13.1,.516,.009,.236,12.8,29.0,20.7,2.5,0.8,1.4,20.5,17.2,,0.2,1.8,1.9,.092,,-2.3,-1.1,-3.5,-0.4
74,Swen Nater\natersw01,C,26,VIR,33,774,16.1,.524,.003,.240,11.1,31.7,20.9,7.2,0.8,1.7,17.6,20.9,,0.3,0.9,1.2,.074,,-0.5,-1.1,-1.6,0.1
75,Bob Netolicky\netolbo01,PF,33,INA,4,53,7.1,.426,.000,.143,11.4,9.0,10.3,0.0,0.0,1.0,18.3,19.1,,-0.1,0.0,0.0,-0.044,,-3.6,-1.2,-4.8,-0.1
76,Johnny Neumann\neumajo01,SG,24,TOT,77,1589,14.4,.488,.219,.199,4.9,7.5,6.2,16.7,1.9,0.9,14.4,28.7,,0.4,1.1,1.6,.047,,0.5,-0.9,-0.4,0.6
76,Johnny Neumann\neumajo01,SG,24,VIR,35,777,16.6,.486,.222,.204,5.0,6.8,5.9,15.2,2.1,1.1,11.9,32.9,,0.5,0.3,0.8,.050,,1.9,-1.3,0.6,0.5
76,Johnny Neumann\neumajo01,SG,24,KEN,42,812,12.4,.492,.216,.193,4.7,8.1,6.4,18.1,1.7,0.7,17.7,24.7,,0.0,0.8,0.8,.045,,-0.8,-0.6,-1.4,0.1
77,Mark Olberding\olberma01,PF-SF,19,TOT,81,2055,13.7,.555,.000,.407,9.1,16.3,12.8,8.7,1.1,1.0,16.5,16.1,,2.9,2.2,5.1,.118,,-0.3,-0.2,-0.5,0.8
77,Mark Olberding\olberma01,SF,19,SDS,11,434,12.6,.516,.000,.299,7.6,16.3,11.8,6.3,1.1,0.9,14.2,17.3,,0.3,0.5,0.9,.096,,-1.6,0.3,-1.4,0.1
77,Mark Olberding\olberma01,PF,19,SAA,70,1621,13.9,.567,.000,.441,9.5,16.3,13.0,9.4,1.1,1.0,17.1,15.8,,2.6,1.6,4.2,.124,,0.1,-0.4,-0.3,0.7
78,Tom Owens\owensto01,C,26,TOT,74,1107,12.8,.526,.000,.350,10.1,17.4,13.8,8.0,0.4,1.9,14.8,17.2,,1.3,1.2,2.5,.107,,-1.7,-0.4,-2.1,-0.1
78,Tom Owens\owensto01,C,26,KEN,19,326,11.2,.474,.000,.419,9.9,17.3,13.7,7.5,0.8,2.8,17.3,17.6,,0.0,0.4,0.4,.065,,-2.6,0.4,-2.2,0.0
78,Tom Owens\owensto01,C,26,INA,16,243,12.4,.559,.000,.305,9.9,16.2,12.9,5.0,0.4,2.3,17.0,17.1,,0.3,0.2,0.5,.099,,-3.1,-0.5,-3.5,-0.1
78,Tom Owens\owensto01,C,26,SAA,39,538,13.9,.542,.000,.330,10.4,18.0,14.3,9.6,0.3,1.3,12.2,17.0,,1.0,0.5,1.5,.135,,-0.6,-0.9,-1.5,0.1
79,Barry Parkhill\parkhba01,SG,24,SSL,35,377,5.3,.386,.110,.080,0.5,6.2,3.3,20.5,1.1,1.0,21.9,13.4,,-0.4,0.2,-0.3,-0.034,,-4.7,-1.0,-5.6,-0.4
80,Billy Paultz\paultbi01,C,27,SAA,83,2958,18.6,.541,.002,.288,7.3,21.1,14.5,15.0,0.9,4.5,15.4,19.5,,4.3,4.4,8.7,.141,,2.0,1.7,3.7,4.3
81,Marv Roberts\roberma01,SF,26,TOT,72,1559,10.2,.459,.000,.221,6.5,8.3,7.3,10.6,1.0,0.3,12.8,19.0,,0.3,0.8,1.2,.035,,-1.8,-1.3,-3.1,-0.4
81,Marv Roberts\roberma01,SF,26,KEN,40,1003,11.6,.492,.000,.294,7.2,8.0,7.6,10.4,0.9,0.3,13.5,19.1,,0.8,0.7,1.5,.072,,-0.8,-1.1,-1.9,0.0
81,Marv Roberts\roberma01,SF,26,VIR,32,556,7.6,.399,.000,.102,5.2,8.8,6.9,10.9,1.2,0.2,11.5,18.8,,-0.5,0.1,-0.4,-0.031,,-3.5,-1.8,-5.3,-0.5
82,Dave Robisch\robisda01,C-PF,26,TOT,87,2789,15.8,.498,.003,.369,8.8,17.8,13.1,8.0,1.1,1.1,8.6,17.6,,4.8,3.0,7.8,.134,,0.8,-0.4,0.3,1.7
82,Dave Robisch\robisda01,PF,26,SDS,11,374,20.7,.549,.007,.522,12.8,19.1,15.9,8.5,0.8,1.6,9.4,19.2,,1.1,0.5,1.6,.208,,3.8,0.0,3.7,0.6
82,Dave Robisch\robisda01,C,26,INA,76,2415,15.0,.490,.002,.346,8.2,17.6,12.6,7.9,1.2,1.0,8.5,17.4,,3.6,2.5,6.1,.122,,0.3,-0.5,-0.2,1.1
83,John Roche\rochejo01,PG,26,UTS,16,484,15.3,.574,.123,.193,1.1,4.2,2.7,23.9,1.3,0.1,18.1,22.8,,0.8,-0.1,0.7,.069,,1.6,-2.4,-0.8,0.1
84,Harry Rogers\rogerha01,PF,25,SSL,18,298,16.2,.509,.016,.194,12.3,18.9,15.6,6.9,1.8,1.1,13.5,19.9,,0.3,0.3,0.7,.106,,-0.3,-0.8,-1.0,0.1
85,Dan Roundfield\roundda01,PF,22,INA,67,767,13.8,.467,.006,.395,14.7,16.0,15.3,6.1,1.8,2.9,15.0,20.6,,0.3,1.0,1.3,.080,,-3.0,-0.5,-3.4,-0.3
86,Paul Ruffner\ruffnpa01,C,27,SSL,2,5,35.8,.667,.000,.000,19.4,38.8,29.1,0.0,0.0,0.0,0.0,22.9,,0.0,0.0,0.0,.336,,-4.1,-0.1,-4.1,0.0
