Player,PlayerID,Tms,Pos,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Abdul Jeelani,jeelaab01,POR,SF,25,77,1286,18.7,0.563,0.011,0.361,9.6,13.5,11.5,11.6,1.5,1.8,15.2,24.6,2.3,1.5,3.8,0.141,1.7,-0.1,1.5,1.1
Adrian Dantley,dantlad01,UTA,SF,24,68,2674,24.3,0.635,0.002,0.415,8.3,14.0,11.3,12.3,1.8,0.3,13.5,27.8,9.5,1.1,10.5,0.189,5.3,-1.6,3.7,3.8
Al Skinner,skinnal01,PHI,SG,27,2,10,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,25.4,0.0,0.0,50.0,16.0,0.0,0.0,0.0,-0.152,-4.6,-0.2,-4.8,0.0
Alex English,englial01,"IND,DEN",SF,26,78,2401,18.0,0.536,0.005,0.239,11.3,14.9,13.1,13.9,1.4,1.4,14.8,23.4,3.3,2.0,5.3,0.105,1.6,-1.2,0.4,1.5
Allan Bristow,bristal01,UTA,SF,28,82,2304,16.6,0.534,0.009,0.31,9.0,16.7,13.0,21.4,1.9,0.1,16.7,20.0,3.2,1.2,4.4,0.091,1.4,-0.8,0.6,1.5
Allen Leavell,leaveal01,HOU,PG,22,77,2123,15.1,0.56,0.029,0.337,2.9,6.8,4.8,26.3,2.8,0.7,21.4,17.8,2.6,1.4,4.0,0.091,0.6,0.5,1.1,1.7
Alonzo Bradley,bradlal01,HOU,SF,26,22,96,4.1,0.395,0.021,0.188,2.2,4.7,3.5,4.3,1.5,0.0,13.3,24.7,-0.2,0.0,-0.2,-0.097,-5.2,-1.6,-6.8,-0.2
Alvan Adams,adamsal01,PHO,C,25,75,2168,19.2,0.571,0.002,0.27,8.2,22.4,15.4,21.6,2.3,1.4,18.2,21.9,3.1,3.9,7.0,0.155,1.7,1.9,3.6,3.1
Alvin Scott,scottal01,PHO,SF,24,79,1303,9.9,0.493,0.01,0.405,7.7,11.5,9.6,9.3,1.7,2.2,20.6,13.6,0.0,1.7,1.7,0.062,-1.6,0.8,-0.8,0.4
Andre Wakefield,wakefan01,UTA,SG,25,8,47,-2.0,0.46,0.0,0.2,0.0,9.6,5.0,8.8,1.0,0.0,32.9,22.2,-0.2,0.0,-0.2,-0.187,-6.2,-0.9,-7.1,-0.2
Anthony Roberts,roberan01,DEN,SF,24,23,486,9.3,0.427,0.006,0.331,11.3,12.1,11.7,5.6,1.2,0.3,11.9,19.0,-0.2,0.2,0.1,0.009,-3.2,-2.4,-5.6,-0.4
Armond Hill,hillar01,ATL,PG,26,79,2092,9.2,0.484,0.009,0.339,1.6,5.5,3.5,27.4,2.5,0.2,25.7,13.0,0.1,2.4,2.5,0.057,-2.7,0.7,-2.0,0.0
Artis Gilmore,gilmoar01,CHI,C,30,48,1568,19.9,0.643,0.0,0.671,7.9,22.7,15.5,13.0,0.9,2.1,16.7,20.7,4.0,1.7,5.6,0.172,2.5,0.4,2.9,1.9
Arvid Kramer,kramear01,DEN,C,23,8,45,6.6,0.35,0.0,0.091,13.6,14.2,13.9,9.3,0.0,6.0,17.9,24.3,-0.1,0.0,-0.1,-0.102,-5.0,-0.4,-5.4,-0.1
Austin Carr,carrau01,CLE,SG,31,77,1595,14.3,0.497,0.007,0.205,5.1,5.8,5.5,13.2,1.1,0.1,10.6,24.6,1.3,0.6,2.0,0.059,0.1,-1.8,-1.7,0.1
Ben Poquette,poquebe01,UTA,C,24,82,2349,14.0,0.572,0.004,0.295,6.4,20.9,13.9,7.7,0.9,3.9,13.9,13.6,3.0,1.8,4.9,0.099,-0.7,0.6,-0.1,1.1
